recipe_id,recipe_title,style,style_group,year,stage_number,stage,start_temp_F,end_temp_F,duration_days,ramp_per_day_F
515,Granny’s Tipple English Barleywine,BARLEYWINE,STRONG_ALE,2021.0,2,Ramping up,68.0,72.0,4.0,1.0
515,Granny’s Tipple English Barleywine,BARLEYWINE,STRONG_ALE,2021.0,3,Cold Crash,72.0,72.0,3.0,
516,Googly Eis Eisbock,EISBOCK,LAGER,2021.0,1,Primary,50.0,50.0,10.0,
516,Googly Eis Eisbock,EISBOCK,LAGER,2021.0,2,Diacetyl Rest,50.0,65.0,1.0,15.0
517,Big O! New England IPA,HAZY / NEW ENGLAND IPA,IPA,2021.0,1,primary,68.0,68.0,,
518,Forgiveness Machine White IPA,SPECIALTY IPA,IPA,2021.0,1,Primary,68.0,72.0,3.0,1.0
519,Old Mission IPA,AMERICAN IPA,IPA,2021.0,1,Primary,70.0,70.0,14.0,
520,Sable Porter,AMERICAN PORTER,PORTER,2021.0,1,Primary,63.0,,10.0,
520,Sable Porter,AMERICAN PORTER,PORTER,2021.0,2,Cold Crash,35.0,35.0,3.0,
521,Deep Focus Irish Stout,IRISH STOUT,STOUT,2021.0,1,Primary,64.0,64.0,4.0,
521,Deep Focus Irish Stout,IRISH STOUT,STOUT,2021.0,2,Secondary,66.0,66.0,4.0,
521,Deep Focus Irish Stout,IRISH STOUT,STOUT,2021.0,3,Tertiary,68.0,68.0,6.0,
522,Herbal Joe’s Tropical Stout,FOREIGN / TROPICAL STOUT,STOUT,2021.0,1,Primary,66.0,72.0,,
523,Chocolate Macadamia Nut Porter,ENGLISH PORTER,PORTER,2021.0,1,Primary,62.0,62.0,14.0,
523,Chocolate Macadamia Nut Porter,ENGLISH PORTER,PORTER,2021.0,2,Cold Crash,60.0,60.0,2.0,
524,Tall Tines Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2021.0,1,Primary,66.0,72.0,5.0,
524,Tall Tines Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2021.0,2,Secondary or conditioning,72.0,,,
525,You and the Hops You Rode In On Pale Ale,AMERICAN PALE ALE,IPA,2021.0,1,Primary,64.0,67.0,4.0,1.0
525,You and the Hops You Rode In On Pale Ale,AMERICAN PALE ALE,IPA,2021.0,2,Diacetyl rest,64.0,64.0,1.0,
525,You and the Hops You Rode In On Pale Ale,AMERICAN PALE ALE,IPA,2021.0,3,Cold crash,64.0,38.0,4.0,
525,You and the Hops You Rode In On Pale Ale,AMERICAN PALE ALE,IPA,2021.0,4,Conditioning,38.0,38.0,7.0,
526,Beam Me Up Scotty Scottish Export,SCOTTISH ALE,OTHER,2021.0,1,Primary,68.0,,10.0,
527,Herbal Joe’s Best Bitter,ENGLISH BITTER,OTHER,2021.0,1,Fermentation,67.0,72.0,5.0,
528,Jeff The Hefe Weissbier,HEFEWEIZEN,WHEAT_BEER,2021.0,1,Primary,75.0,68.0,14.0,
529,Willow Run Wheat Beer,AMERICAN WHEAT,WHEAT_BEER,2021.0,1,Primary,50.0,52.0,,
529,Willow Run Wheat Beer,AMERICAN WHEAT,WHEAT_BEER,2021.0,2,Ramp to fermentation temp,50.0,65.0,,2.0
529,Willow Run Wheat Beer,AMERICAN WHEAT,WHEAT_BEER,2021.0,3,Diacetyl rest,65.0,65.0,2.0,
530,Temny Czech Dark Lager,DARK LAGER,LAGER,2021.0,1,Primary,51.0,60.0,13.0,
530,Temny Czech Dark Lager,DARK LAGER,LAGER,2021.0,2,Crash,60.0,40.0,3.0,
531,Helles This,,UNKNOWN,2021.0,1,Primary,55.0,55.0,10.0,
531,Helles This,,UNKNOWN,2021.0,2,Rising temp,55.0,65.0,,
532,Tougher than the Sun Pale Lager,CZECH / BOHO PILS,LAGER,2021.0,1,Primary,48.0,62.0,14.0,0.5
532,Tougher than the Sun Pale Lager,CZECH / BOHO PILS,LAGER,2021.0,2,Temperature Ramp,48.0,62.0,2.0,7.0
532,Tougher than the Sun Pale Lager,CZECH / BOHO PILS,LAGER,2021.0,3,Lagering,33.0,35.0,30.0,
533,Rombergpark German Helles Exportbier,HELLES,OTHER,2021.0,1,Primary,52.0,65.0,7.0,
533,Rombergpark German Helles Exportbier,HELLES,OTHER,2021.0,2,Raising temperature,52.0,65.0,4.0,3.0
533,Rombergpark German Helles Exportbier,HELLES,OTHER,2021.0,3,Conditioning,65.0,65.0,2.0,
535,Dry Dock Docktoberfest,MARZEN,OTHER,,1,Primary,52.0,60.0,14.0,
536,Dobrý Den Czech Amber Lager,AMBER LAGER,LAGER,2021.0,1,Primary,50.0,50.0,14.0,
536,Dobrý Den Czech Amber Lager,AMBER LAGER,LAGER,2021.0,2,Diacetyl Rest,50.0,60.0,2.0,5.0
536,Dobrý Den Czech Amber Lager,AMBER LAGER,LAGER,2021.0,3,Secondary,60.0,65.0,4.0,
536,Dobrý Den Czech Amber Lager,AMBER LAGER,LAGER,2021.0,4,Cold Crash,31.0,31.0,1.0,
537,Tarty Passions Berliner Weisse,FRUIT BEER,OTHER,2019.0,1,Primary,65.0,,,
537,Tarty Passions Berliner Weisse,FRUIT BEER,OTHER,2019.0,2,Secondary,65.0,,14.0,
539,Good Word Brewing Never Sleep New England IPA,HAZY / NEW ENGLAND IPA,IPA,,1,Primary,68.0,,2.0,
539,Good Word Brewing Never Sleep New England IPA,HAZY / NEW ENGLAND IPA,IPA,,2,Day 3 increase temp,68.0,72.0,1.0,2.0
539,Good Word Brewing Never Sleep New England IPA,HAZY / NEW ENGLAND IPA,IPA,,3,Ramp up to 72-73F,72.0,73.0,2.0,
540,Oceania & Homegrown IPA (Split Batch),AMERICAN IPA,IPA,2021.0,1,primary,68.0,68.0,,
543,CicadAle (Ale with Cicadas),SPICE & HERB BEER,OTHER,2004.0,1,Primary,65.0,65.0,21.0,
543,CicadAle (Ale with Cicadas),SPICE & HERB BEER,OTHER,2004.0,2,Secondary,65.0,65.0,42.0,
544,THC-Infused Tripel Royal Stag,BELGIAN ALE,BELGIAN,2020.0,1,Primary,67.0,67.0,3.0,
544,THC-Infused Tripel Royal Stag,BELGIAN ALE,BELGIAN,2020.0,2,Raise Temp,67.0,75.0,11.0,
544,THC-Infused Tripel Royal Stag,BELGIAN ALE,BELGIAN,2020.0,3,Secondary/conditioning,75.0,75.0,7.0,
545,Ube-Licious Lager,SPICE & HERB BEER,OTHER,2019.0,1,Primary,68.0,68.0,14.0,
546,Mow The Damn Lawn,PALE LAGER,LAGER,2013.0,1,Primary fermentation,48.0,48.0,21.0,
546,Mow The Damn Lawn,PALE LAGER,LAGER,2013.0,2,Secondary fermentation,32.0,32.0,30.0,
547,A Kveiking We Will Go IPA,AMERICAN IPA,IPA,2021.0,1,Primary,86.0,86.0,4.0,0.0
547,A Kveiking We Will Go IPA,AMERICAN IPA,IPA,2021.0,2,Fermentation,70.0,70.0,7.0,
548,Spelt Saison #2,BELGIAN ALE,BELGIAN,2021.0,1,Primary,68.0,75.0,7.0,1.0
548,Spelt Saison #2,BELGIAN ALE,BELGIAN,2021.0,2,Conditioning,75.0,75.0,7.0,
549,Smokeska Porter,BALTIC PORTER,PORTER,2021.0,1,Primary,,,,
550,Stone Ship Braggot,BRAGGOT,OTHER,2019.0,1,Primary,64.0,64.0,14.0,
552,Gordon Strong’s American Porter,AMERICAN PORTER,PORTER,,1,Primary,64.0,,,
553,Mangose,Sour Ale,SOUR,2020.0,1,Primary souring,110.0,,2.0,
553,Mangose,Sour Ale,SOUR,2020.0,2,Post-souring fermentation,70.0,,7.0,
554,Olavi Viheroja’s Sahti,HISTORICAL BEER,OTHER,,1,Fermentation,72.0,72.0,3.0,
555,THC-Infused Caramel Amber Ale,SPICE & HERB BEER,OTHER,2020.0,1,Primary,,,,
557,Liquid Breakfast Maple Stout,CHOCOLATE BEER,OTHER,2019.0,1,Primary,,,,
559,Let It Go Helles,HELLES,OTHER,2015.0,1,Primary,55.0,55.0,7.0,
559,Let It Go Helles,HELLES,OTHER,2015.0,2,Lagering,35.0,45.0,21.0,
560,Black Old Sun IPA,IPA,IPA,,1,Primary,,,,
560,Black Old Sun IPA,IPA,IPA,,2,Dry Hop,,,5.0,
561,Royal” Historical London Brown Ale,BROWN ALE,BROWN_ALE,2017.0,1,Primary,69.0,,7.0,
561,Royal” Historical London Brown Ale,BROWN ALE,BROWN_ALE,2017.0,2,Secondary,68.0,,6.0,
562,The Singer’s Belgian-style Lambic,BELGIAN ALE,BELGIAN,2014.0,1,Primary,65.0,,,
563,Anderfest Festbier,AMBER LAGER,LAGER,2019.0,1,Primary,54.0,58.0,10.0,
563,Anderfest Festbier,AMBER LAGER,LAGER,2019.0,2,Ramp to 61F for cleanup,54.0,61.0,2.0,3.0
563,Anderfest Festbier,AMBER LAGER,LAGER,2019.0,3,Conditioning,61.0,61.0,14.0,
565,Mead Mamas BDS,BELGIAN ALE,BELGIAN,2020.0,1,Primary,63.0,73.0,7.0,1.0
565,Mead Mamas BDS,BELGIAN ALE,BELGIAN,2020.0,2,Secondary,60.0,60.0,10.0,
565,Mead Mamas BDS,BELGIAN ALE,BELGIAN,2020.0,3,Conditioning,45.0,45.0,21.0,
566,Dunkelweizendoppelbock,BOCK,LAGER,2016.0,1,Primary,,,21.0,
566,Dunkelweizendoppelbock,BOCK,LAGER,2016.0,2,Secondary,,,7.0,
567,Bourbon Barrel Aged Full Eclipse II,IMPERIAL STOUT,STOUT,2017.0,1,Primary fermentation,65.0,65.0,,
568,Mango Maya Milkshake IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,1,Primary,68.0,68.0,14.0,
568,Mango Maya Milkshake IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,2,Secondary,68.0,68.0,7.0,
568,Mango Maya Milkshake IPA,HAZY / NEW ENGLAND IPA,IPA,2018.0,3,Cold Crash,34.0,34.0,1.0,
569,Brewin’ in Maillard Helles,HELLES,OTHER,2019.0,1,Primary,50.0,52.0,,
569,Brewin’ in Maillard Helles,HELLES,OTHER,2019.0,2,Secondary/Conditioning,52.0,57.0,,
569,Brewin’ in Maillard Helles,HELLES,OTHER,2019.0,3,Lag,57.0,62.0,,
570,American Vienna Lager,AMBER LAGER,LAGER,2019.0,1,Primary,52.0,62.0,6.0,2.0
570,American Vienna Lager,AMBER LAGER,LAGER,2019.0,2,Cold Crash,32.0,32.0,3.0,
571,Malty Boye Helles Bock,HELLES BOCK,LAGER,2019.0,1,Primary,48.0,50.0,2.0,
571,Malty Boye Helles Bock,HELLES BOCK,LAGER,2019.0,2,Fermentation,50.0,55.0,4.0,
571,Malty Boye Helles Bock,HELLES BOCK,LAGER,2019.0,3,Fermentation,55.0,60.0,6.0,
571,Malty Boye Helles Bock,HELLES BOCK,LAGER,2019.0,4,Fermentation,60.0,60.0,12.0,
571,Malty Boye Helles Bock,HELLES BOCK,LAGER,2019.0,5,Conditioning,32.0,32.0,1.0,
572,Where’s Fluffy Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,1,Primary,64.0,,5.0,
572,Where’s Fluffy Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,2,Secondary or conditioning,66.0,,,
573,Up the Junction Bitter,ENGLISH PALE ALE,IPA,2019.0,1,Primary,68.0,70.0,,
574,Finnegan’s Irish Ale,AMBER ALE,AMBER_ALE,2019.0,1,Primary,64.0,,,
575,Citra Summit American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,1,Primary,68.0,68.0,7.0,
575,Citra Summit American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,2,Dry Hop,68.0,72.0,7.0,0.714
577,BCJP Study Group Mild,BROWN ALE,BROWN_ALE,2019.0,1,Primary,64.0,66.0,,
578,The Singularity Stout,AMERICAN STOUT,STOUT,2019.0,1,Primary,66.0,68.0,14.0,
579,Hammer of the Gord’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,1,Primary,67.0,72.0,3.0,
579,Hammer of the Gord’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,2,Rising Temperatures,67.0,72.0,,1.0
580,The Wingman American IPA,AMERICAN IPA,IPA,2019.0,1,Primary,70.0,67.0,,
580,The Wingman American IPA,AMERICAN IPA,IPA,2019.0,2,Secondary or conditions after fermentation,67.0,,,
581,Clan MacIntosh Old Ale,OLD ALE,OTHER,2019.0,1,Primary,63.0,65.0,14.0,
582,David Allen’s Saison,BELGIAN ALE,BELGIAN,2019.0,1,Primary,68.0,70.0,,
583,Brilliant Blond,BELGIAN ALE,BELGIAN,2019.0,1,Primary,63.0,65.0,2.0,
583,Brilliant Blond,BELGIAN ALE,BELGIAN,2019.0,2,Post-Primary,65.0,72.0,5.0,
583,Brilliant Blond,BELGIAN ALE,BELGIAN,2019.0,3,Secondary/Conditioning,,,7.0,
584,Jon Safadão BDSA,BELGIAN ALE,BELGIAN,2019.0,1,Primary,-20.5,-20.5,5.0,
584,Jon Safadão BDSA,BELGIAN ALE,BELGIAN,2019.0,2,Secondary,-23.0,-23.0,5.0,
584,Jon Safadão BDSA,BELGIAN ALE,BELGIAN,2019.0,3,Conditioning,-1.0,-1.0,28.0,
585,What Gueuze Around Comes Around,GUEUZE,OTHER,2019.0,1,Primary,,,,
586,Ich bin ein Berliner,BERLINER WEISSE,SOUR,2019.0,1,Primary,95.0,95.0,,
587,Smoked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,1,Primary,65.0,65.0,5.0,
587,Smoked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,2,Increase temperature,65.0,71.0,2.0,3.0
587,Smoked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,3,Cooling and rest,,34.0,14.0,
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,1,Primary,68.0,70.0,7.0,
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,1,Primary,72.0,72.0,14.0,
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,2,Secondary,72.0,72.0,,
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,3,Aging with Brett,72.0,72.0,60.0,
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,1,Primary,68.0,68.0,,
591,Cream Corn Cream Ale,CREAM ALE,BLONDE_PALE,2019.0,1,Primary,60.0,,,
592,Hot Schnitzel,HELLES,OTHER,2019.0,1,Primary,50.0,50.0,5.0,
592,Hot Schnitzel,HELLES,OTHER,2019.0,2,Ramp to fermentation temp,50.0,70.0,0.0,5.0
592,Hot Schnitzel,HELLES,OTHER,2019.0,3,Post fermentation,70.0,70.0,5.0,
593,Mitte Flüsse Pils,GERMAN PILSNER,LAGER,2019.0,1,Primary,45.0,50.0,4.0,
593,Mitte Flüsse Pils,GERMAN PILSNER,LAGER,2019.0,2,Rising,50.0,60.0,7.0,
593,Mitte Flüsse Pils,GERMAN PILSNER,LAGER,2019.0,3,Keg,60.0,60.0,28.0,
595,Big & Beautiful Bock,BOCK,LAGER,2019.0,1,Primary,52.0,52.0,14.0,
595,Big & Beautiful Bock,BOCK,LAGER,2019.0,2,Diacetyl rest,52.0,52.0,3.0,
595,Big & Beautiful Bock,BOCK,LAGER,2019.0,3,Cold crash,52.0,40.0,3.0,
597,Zon Saison,BELGIAN ALE,BELGIAN,2019.0,1,Primary,71.0,80.0,,
598,Don’t Look Up… Scottish Ale,AMBER ALE,AMBER_ALE,2019.0,1,Primary,59.0,59.0,8.0,
598,Don’t Look Up… Scottish Ale,AMBER ALE,AMBER_ALE,2019.0,2,Secondary,59.0,65.0,17.0,
598,Don’t Look Up… Scottish Ale,AMBER ALE,AMBER_ALE,2019.0,3,Conditioning,65.0,,3.0,
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,1,Primary,,,,
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,IPA,2019.0,1,Primary,72.0,74.0,5.0,
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,IPA,2019.0,2,Diacetyl Rest,76.0,78.0,2.0,
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,IPA,2019.0,3,Secondary/Cold Crash,68.0,70.0,,
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,BROWN_ALE,2019.0,1,Primary,66.0,72.0,3.0,
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,BROWN_ALE,2019.0,2,Fermentation,72.0,72.0,,
602,Veteran’s Day IPA,AMERICAN IPA,IPA,2019.0,1,Primary,70.0,,,
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,1,Primary,68.0,,10.0,
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,2,Secondary,74.0,,10.0,
604,I See London English Barleywine,BARLEYWINE,STRONG_ALE,2019.0,1,primary,66.0,68.0,1.0,
604,I See London English Barleywine,BARLEYWINE,STRONG_ALE,2019.0,2,fermentation,68.0,72.0,10.0,
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,1,Primary,60.0,75.0,,
606,Gose with Everything,SOUR ALE,SOUR,2019.0,1,Primary,,90.0,10.0,
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,1,Primary,,,,
608,Kaffee Vienna Lager,AMBER LAGER,LAGER,2019.0,1,Primary,50.0,,14.0,
608,Kaffee Vienna Lager,AMBER LAGER,LAGER,2019.0,2,Cold Crash,34.0,,7.0,
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,1,Primary,65.0,68.0,14.0,
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,OTHER,2019.0,1,Primary,,75.0,,
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,1,Primary,68.0,68.0,14.0,
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,2,Dry Hop,,,3.0,
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,1,primary,70.0,70.0,7.0,
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,2,cellaring,55.0,55.0,7.0,
614,Saison de Liège 1851,BELGIAN ALE,BELGIAN,2019.0,1,Primary,63.0,63.0,14.0,
615,Luiks Beer 1690,HISTORICAL BEER,OTHER,2019.0,1,Primary,63.0,63.0,,
616,Terje Raftevold’s Kornøl,HISTORICAL BEER,OTHER,2019.0,1,Primary,86.0,86.0,3.0,
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,1,Primary,50.0,54.0,30.0,
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,2,Diacetyl rest,54.0,65.0,3.0,
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,3,Lagering,65.0,38.0,30.0,
618,Bigfoot’s (D)elight Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,1,Primary,60.0,,14.0,
618,Bigfoot’s (D)elight Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,2,Cold Crash,35.0,,7.0,
619,Craictastic Ordinary Bitter,ENGLISH PALE ALE,IPA,2019.0,1,Primary,60.0,67.0,10.0,0.5
619,Craictastic Ordinary Bitter,ENGLISH PALE ALE,IPA,2019.0,2,Cold Crash,66.0,66.0,1.0,
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,1,Primary,67.0,67.0,10.0,
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,1,Primary,68.0,68.0,7.0,
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,2,Dry Hop 1,,,6.0,
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,3,Dry Hop 2,63.0,63.0,3.0,
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,4,Cold Crash,63.0,63.0,3.0,
622,Possibility and Promise Pacific Amber,AMBER ALE,AMBER_ALE,2019.0,1,Primary,64.0,64.0,14.0,
622,Possibility and Promise Pacific Amber,AMBER ALE,AMBER_ALE,2019.0,2,Conditioning,65.0,65.0,30.0,
623,Sket English Porter,ENGLISH PORTER,PORTER,2019.0,1,Primary,65.0,67.0,6.0,
623,Sket English Porter,ENGLISH PORTER,PORTER,2019.0,2,Secondary,67.0,70.0,1.0,
624,Sticky Faucet Oatmeal Milk Stout,OATMEAL STOUT,STOUT,2019.0,1,Primary,67.0,67.0,7.0,
624,Sticky Faucet Oatmeal Milk Stout,OATMEAL STOUT,STOUT,2019.0,2,Raise Temp,67.0,70.0,3.0,
624,Sticky Faucet Oatmeal Milk Stout,OATMEAL STOUT,STOUT,2019.0,3,Cold Crash,70.0,33.0,5.0,
625,Mid-Sember Knight’s Dream American Porter,AMERICAN PORTER,PORTER,2019.0,1,Primary,66.0,66.0,14.0,
626,Four Tsarinas and Two Tsarovich’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,1,Primary,65.0,65.0,7.0,
626,Four Tsarinas and Two Tsarovich’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,2,Secondary,65.0,65.0,14.0,
627,Idaho Is One Giant Park IPA,AMERICAN IPA,IPA,2019.0,1,Primary,64.0,67.0,7.0,
627,Idaho Is One Giant Park IPA,AMERICAN IPA,IPA,2019.0,2,Diacetyl rest,67.0,67.0,3.0,
627,Idaho Is One Giant Park IPA,AMERICAN IPA,IPA,2019.0,3,Cold crash,64.0,64.0,4.0,
627,Idaho Is One Giant Park IPA,AMERICAN IPA,IPA,2019.0,4,Conditioning,64.0,64.0,7.0,
628,Summer Cloud Belgian IPA,BELGIAN ALE,BELGIAN,2019.0,1,Primary,68.0,75.0,5.0,1.0
629,Knauf’s Old Ale #46,OLD ALE,OTHER,2019.0,1,primary,65.0,65.0,30.0,
630,Birra Corina Saison,BELGIAN ALE,BELGIAN,2019.0,1,Primary,64.0,68.0,5.0,
630,Birra Corina Saison,BELGIAN ALE,BELGIAN,2019.0,2,Conditioning,64.0,80.0,15.0,
631,Trail Dog Berliner Bites,BERLINER WEISSE,SOUR,2019.0,1,Primary,90.0,65.0,9.0,
631,Trail Dog Berliner Bites,BERLINER WEISSE,SOUR,2019.0,2,Secondary or Aging,65.0,65.0,60.0,
632,Andrew’s Grodziskie,HISTORICAL BEER,OTHER,2019.0,1,Primary,67.0,69.0,10.0,
633,Onyris English Ryewine,UK/US STRONG ALE,STRONG_ALE,2019.0,1,Primary,65.0,65.0,5.0,
633,Onyris English Ryewine,UK/US STRONG ALE,STRONG_ALE,2019.0,2,Secondary,70.0,70.0,5.0,
633,Onyris English Ryewine,UK/US STRONG ALE,STRONG_ALE,2019.0,3,Cold Crash,32.0,32.0,14.0,
634,Dragon of the Black Pool Experimental Beer,AMBER ALE,AMBER_ALE,2016.0,1,Primary,65.0,65.0,7.0,
635,Hobo BoHo Pilsner,CZECH / BOHO PILS,LAGER,2019.0,1,Primary,48.0,50.0,14.0,
635,Hobo BoHo Pilsner,CZECH / BOHO PILS,LAGER,2019.0,2,Warm Up,48.0,64.0,1.0,16.0
635,Hobo BoHo Pilsner,CZECH / BOHO PILS,LAGER,2019.0,3,Cold Crash,64.0,35.0,14.0,
636,May the Bock Be with You,BOCK,LAGER,2019.0,1,Primary,48.0,50.0,14.0,
636,May the Bock Be with You,BOCK,LAGER,2019.0,2,Conditioning,50.0,32.0,35.0,
638,Aspen Ridge Cream Ale,CREAM ALE,BLONDE_PALE,2019.0,1,Primary,67.0,67.0,,
639,All-American Blonde Ale,HYBRID BEER,OTHER,2019.0,1,Primary,64.0,64.0,,
640,Cranberries for Sal New England IPA,HAZY / NEW ENGLAND IPA,IPA,,1,Primary,,,,
641,Big Beach Brewing Co. King Cake Porter,PORTER,PORTER,,1,Primary,67.0,67.0,3.0,
641,Big Beach Brewing Co. King Cake Porter,PORTER,PORTER,,2,Ramp to 70\u00b0F,67.0,70.0,11.0,0.33
642,Jack o’Lupe IPA,IPA,IPA,,1,Primary,,,,
643,Oaked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,1,Primary,64.0,64.0,28.0,
644,Dad’s Red Ale,AMBER ALE,AMBER_ALE,2019.0,1,Primary,65.0,65.0,,
645,Mika Laitinen’s Sahti,AMBER ALE,AMBER_ALE,2019.0,1,Primary,,,,
645,Mika Laitinen’s Sahti,AMBER ALE,AMBER_ALE,2019.0,2,Cold conditioning,40.0,40.0,7.0,
646,Cane Toad Weisse,HEFEWEIZEN,WHEAT_BEER,2019.0,1,primary,64.0,64.0,3.0,
646,Cane Toad Weisse,HEFEWEIZEN,WHEAT_BEER,2019.0,2,free rise,64.0,68.0,,
647,Chimay Dorée Clone,BELGIAN ALE,BELGIAN,2019.0,1,primary,72.0,66.0,4.0,
647,Chimay Dorée Clone,BELGIAN ALE,BELGIAN,2019.0,2,cold crash,50.0,50.0,4.0,
648,Big Timber Brewing Porter,BALTIC PORTER,PORTER,,1,Primary,68.0,,,
649,Crow Peak Brewing Co. Pile ‘O Dirt Porter,BALTIC PORTER,PORTER,,1,Primary,63.0,,,
650,Earth Rider Brewery Precious Material Helles,HELLES,OTHER,,1,Primary,52.0,60.0,,
651,Reuben’s Brews Robust Porter,BALTIC PORTER,PORTER,2012.0,1,Fermentation,67.0,,,
652,Whetstone Station Brewery Whetstoner Session IPA,AMERICAN IPA,IPA,,1,Primary,65.0,,,
652,Whetstone Station Brewery Whetstoner Session IPA,AMERICAN IPA,IPA,,2,Dry Hops,,,2.0,
653,Strangeways Brewing Martian Spring Biere de Mars,BIÈRE DE GARDE,OTHER,,1,Primary,72.0,,14.0,
653,Strangeways Brewing Martian Spring Biere de Mars,BIÈRE DE GARDE,OTHER,,2,Aging,45.0,50.0,56.0,
654,Red Rock Brewing Black Bier,DARK LAGER,LAGER,2010.0,1,Primary,49.0,49.0,14.0,
654,Red Rock Brewing Black Bier,DARK LAGER,LAGER,2010.0,2,Cold Storage,36.0,36.0,7.0,
656,Jester King Brewery Figlet Farmhouse Amber Ale,AMBER ALE,AMBER_ALE,,1,Primary,,,,
657,Roadhouse Brewing Co. Family Vacation Cream Ale,CREAM ALE,BLONDE_PALE,,1,Primary,69.0,72.0,,
657,Roadhouse Brewing Co. Family Vacation Cream Ale,CREAM ALE,BLONDE_PALE,,2,Diacetyl rest,69.0,72.0,,
657,Roadhouse Brewing Co. Family Vacation Cream Ale,CREAM ALE,BLONDE_PALE,,3,Crash,32.0,32.0,3.0,
658,Tennessee Valley Brewing Co. DIVARTY Redlegs,AMBER ALE,AMBER_ALE,,1,Primary,68.0,,7.0,
658,Tennessee Valley Brewing Co. DIVARTY Redlegs,AMBER ALE,AMBER_ALE,,2,Secondary,,,7.0,
659,IMBĪB Custom Brews Nevada Weisse,BERLINER WEISSE,SOUR,,1,Primary,70.0,70.0,14.0,
659,IMBĪB Custom Brews Nevada Weisse,BERLINER WEISSE,SOUR,,2,Secondary/Conditioning,70.0,70.0,,
660,Biloxi Brewing Company Pale Ale,AMERICAN PALE ALE,IPA,,1,Primary,67.0,67.0,14.0,
660,Biloxi Brewing Company Pale Ale,AMERICAN PALE ALE,IPA,,2,Aging,65.0,65.0,30.0,
661,Holy City Brewing Pluff Mud Porter,AMERICAN PORTER,PORTER,,1,Primary,,,,
662,Red Door Brewing Company New England IPA,HAZY / NEW ENGLAND IPA,IPA,,1,primary,68.0,68.0,,
662,Red Door Brewing Company New England IPA,HAZY / NEW ENGLAND IPA,IPA,,2,cold crash,68.0,33.0,6.0,
663,Missouri Beer Company English Dark Mild,BROWN ALE,BROWN_ALE,,1,Primary,65.0,,,
665,River Horse Brewing Company Tripel Horse,BELGIAN ALE,BELGIAN,,1,Primary,72.0,72.0,7.0,
