recipe_id,recipe_title,style,year,yeast_name,yeast_canonical,brand,product_code,primary_temp_F,secondary_temp_F,total_fermentation_days
582,David Allen’s Saison,BELGIAN ALE,2019.0,Wyeast 3724 / The Yeast Bay Saison II Blend,Wyeast 3724 / The Yeast Bay Saison II Blend,Wyeast and The Yeast Bay,3724/ Saison II,68.0,,0
583,Brilliant Blond,BELGIAN ALE,2019.0,White Labs WL 500 Monastery Ale Yeast,White Labs WL 500 Monastery Ale Yeast,White Labs,,63.0,,14
584,Jon Safadão BDSA,BELGIAN ALE,2019.0,WLP500 Trappist Ale,WLP500 Trappist Ale,White Labs,WLP500,-20.5,-23.0,38
586,Ich bin ein Berliner,BERLINER WEISSE,2019.0,Red Star Premier Blanc,Red Star Premier Blanc,,,95.0,,0
587,Smoked Wee Heavy,AMBER ALE,2019.0,US-05,US-05,Fermentis,Safale US-05,65.0,,21
588,Via Blvd E Specialty Stout,COFFEE BEER,2019.0,WLP075 Hansen,WLP075 Hansen,White Labs,,68.0,,7
589,Seventh Nature Hoppy Brett Ale,WILD ALE,2019.0,ECY08 Saison Brasserie Blend,ECY08 Saison Brasserie Blend,,,72.0,72.0,74
590,Three Kings Wheat Eisbock,BOCK,2019.0,Fermentis SafAle T-58,Fermentis SafAle T-58,Fermentis,,68.0,,0
591,Cream Corn Cream Ale,CREAM ALE,2019.0,White Labs Cream Ale Blend,White Labs Cream Ale Blend,White Labs,WLP080,60.0,,0
592,Hot Schnitzel,HELLES,2019.0,WLP838,WLP838,White Labs,,50.0,,10
593,Mitte Flüsse Pils,GERMAN PILSNER,2019.0,Wyeast Labs 2308 Munich Lager,Wyeast Labs 2308 Munich Lager,Wyeast,,45.0,,39
594,Viva! Vienna!,AMBER LAGER,2019.0,"Imperial Global, 2nd Generation slurry","Imperial Global, 2nd Generation slurry",,,,,0
595,Big & Beautiful Bock,BOCK,2019.0,Wyeast 2296 / Bavarian Lager,Wyeast 2296 / Bavarian Lager,Wyeast,2296,52.0,,20
596,Winter Wave Weizenbock,BOCK,2019.0,WLP300 Hefeweizen Ale,WLP300 Hefeweizen Ale,White Labs,,,,0
597,Zon Saison,BELGIAN ALE,2019.0,Escarpment Labs Ontario Farmhouse Ale Blend,Escarpment Labs Ontario Farmhouse Ale Blend,,,71.0,,0
598,Don’t Look Up… Scottish Ale,AMBER ALE,2019.0,Scottish Ale (Wyeast Labs #1728),Scottish Ale,Wyeast,1728,59.0,59.0,28
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,2019.0,The Yeast Bay Funktown Pale Ale,The Yeast Bay Funktown Pale Ale,,,72.0,68.0,7
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,2019.0,Wyeast Labs 1968 London ESB Ale,Wyeast Labs 1968 London ESB Ale,Wyeast,1968,66.0,,3
602,Veteran’s Day IPA,AMERICAN IPA,2019.0,A24 Dry Hop,A24 Dry Hop,,,70.0,,0
603,Ben’s Belgian Pale Ale,BELGIAN ALE,2019.0,Wyeast 3522 Belgian Ardennes,Wyeast 3522 Belgian Ardennes,Wyeast,3522,68.0,74.0,20
604,I See London English Barleywine,BARLEYWINE,2019.0,WY1968,WY1968,Wyeast,,66.0,,11
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,2019.0,Wyeast Labs 1388 Belgian Strong Ale,Wyeast Labs 1388 Belgian Strong Ale,Wyeast,1388,60.0,,0
606,Gose with Everything,SOUR ALE,2019.0,Safale US-05,Chico/US-05 (American Ale),Fermentis,US-05,,,10
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,2019.0,Imperial Yeast A04 Barbarian,Imperial Yeast A04 Barbarian,,,,,0
608,Kaffee Vienna Lager,AMBER LAGER,2019.0,Omega German Lager I,Omega German Lager I,,,50.0,,21
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,2019.0,SafAle US-05,SafAle US-05,Fermentis,,65.0,,14
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,2019.0,Mixed Culture yeast,Mixed Culture yeast,,,,,0
611,The Void” Kutbier,HISTORICAL BEER,2019.0,Imperial G45 Gnome,Imperial G45 Gnome,,,68.0,,17
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,2007.0,Mountain Sun ale yeast or American/California ale yeast,Mountain Sun ale yeast or American/California ale yeast,,,,,0
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,2016.0,American ale yeast,American ale yeast,White Labs Cry Havoc,,70.0,,14
614,Saison de Liège 1851,BELGIAN ALE,2019.0,Fermentis SafAle S-33,Fermentis SafAle S-33,Fermentis,S-33,63.0,,14
615,Luiks Beer 1690,HISTORICAL BEER,2019.0,Fermentis SafAle S-33,Fermentis SafAle S-33,Fermentis,,63.0,,0
616,Terje Raftevold’s Kornøl,HISTORICAL BEER,2019.0,Kveik #5 Hornindal,Kveik #5 Hornindal,Omega Yeast Labs or Escarpment Laboratories,OYL-091 or Hornindal Kveik Blend,86.0,,3
617,Odin’s Beard Baltic Porter,BALTIC PORTER,2019.0,WLP833 German Bock Lager; WLP838 Southern German Lager,WLP833 German Bock Lager; WLP838 Southern German Lager,White Labs,,50.0,,63
618,Bigfoot’s (D)elight Weissbier,HEFEWEIZEN,2019.0,WLP300 Hefeweizen Ale,WLP300 Hefeweizen Ale,White Labs,,60.0,,21
619,Craictastic Ordinary Bitter,ENGLISH PALE ALE,2019.0,WLP013 London Ale Yeast,WLP013 London Ale Yeast,White Labs,WLP013,60.0,,11
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,2019.0,Wyeast 1098 British Ale,Wyeast 1098 British Ale,Wyeast,1098,67.0,,10
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,2019.0,WLP090 San Diego Super Yeast,WLP090 San Diego Super Yeast,White Labs,,68.0,,19
622,Possibility and Promise Pacific Amber,AMBER ALE,2019.0,Imperial A07 Flagship,Imperial A07 Flagship,,,64.0,,44
623,Sket English Porter,ENGLISH PORTER,2019.0,Wyeast 1335 British Ale II,Wyeast 1335 British Ale II,Wyeast,1335,65.0,67.0,7
624,Sticky Faucet Oatmeal Milk Stout,OATMEAL STOUT,2019.0,White Labs WLP002 English Ale,White Labs WLP002 English Ale,White Labs,,67.0,,15
625,Mid-Sember Knight’s Dream American Porter,AMERICAN PORTER,2019.0,SafAle US-05,Chico/US-05 (American Ale),Fermentis,US-05,66.0,,14
626,Four Tsarinas and Two Tsarovich’s Imperial Stout,IMPERIAL STOUT,2019.0,Wyeast 1056 American Ale,Chico/US-05 (American Ale),Wyeast,1056,65.0,65.0,21
627,Idaho Is One Giant Park IPA,AMERICAN IPA,2019.0,Imperial Yeast A24 Dry Hop,Imperial Yeast A24 Dry Hop,,,64.0,,21
628,Summer Cloud Belgian IPA,BELGIAN ALE,2019.0,Omega Labs Saisonstein\u2019s Monster (OYL-500),Omega Labs Saisonstein\u2019s Monster (OYL-500),,,68.0,,5
629,Knauf’s Old Ale #46,OLD ALE,2019.0,Fermentis T-58 SafBrew Specialty Ale,Fermentis T-58 SafBrew Specialty Ale,,,65.0,,30
630,Birra Corina Saison,BELGIAN ALE,2019.0,WLP565 Belgian Saison I,WLP565 Belgian Saison I,White Labs,,64.0,,20
631,Trail Dog Berliner Bites,BERLINER WEISSE,2019.0,French Saison yeast and Voss Kviek plus House bugs,French Saison yeast and Voss Kviek plus House bugs,,,90.0,65.0,69
632,Andrew’s Grodziskie,HISTORICAL BEER,2019.0,GigaYeast GY029 NorCal Ale #5,GigaYeast GY029 NorCal Ale #5,,,67.0,,10
633,Onyris English Ryewine,UK/US STRONG ALE,2019.0,Safale US-05,Chico/US-05 (American Ale),Fermentis,US-05,65.0,70.0,24
634,Dragon of the Black Pool Experimental Beer,AMBER ALE,2016.0,San Diego Super Yeast,San Diego Super Yeast,White Labs,WLP090,65.0,,7
635,Hobo BoHo Pilsner,CZECH / BOHO PILS,2019.0,Wyeast 2124 Bohemian Lager,Wyeast 2124 Bohemian Lager,Wyeast,2124,48.0,,29
636,May the Bock Be with You,BOCK,2019.0,WLP833 German Bock Lager Yeast or Wyeast 2487 Hella Bock Lager,WLP833 German Bock Lager Yeast or Wyeast 2487 Hella Bock Lager,,,48.0,,49
637,Meister Groll Bohemian Pils,CZECH / BOHO PILS,2019.0,Wyeast 2206 Bavarian Lager,Wyeast 2206 Bavarian Lager,Wyeast,2206,,,0
638,Aspen Ridge Cream Ale,CREAM ALE,2019.0,Wyeast 2565 K\u00f6lsch yeast,Wyeast 2565 K\u00f6lsch yeast,Wyeast,2565,67.0,,0
639,All-American Blonde Ale,HYBRID BEER,2019.0,1099 Whitbread Ale,1099 Whitbread Ale,Wyeast,1099,64.0,,0
640,Cranberries for Sal New England IPA,HAZY / NEW ENGLAND IPA,,Imperial Yeast A07 Flagship,Imperial Yeast A07 Flagship,,,,,0
641,Big Beach Brewing Co. King Cake Porter,PORTER,,/,/,,,67.0,,14
642,Jack o’Lupe IPA,IPA,,Imperial Yeast A07 Flagship,Imperial Yeast A07 Flagship,,,,,0
643,Oaked Wee Heavy,AMBER ALE,2019.0,Fermentis SafAle S-04,Fermentis SafAle S-04,Fermentis,S-04,64.0,,28
644,Dad’s Red Ale,AMBER ALE,2019.0,SafAle US-05,SafAle US-05,Fermentis,,65.0,,0
645,Mika Laitinen’s Sahti,AMBER ALE,2019.0,Baker's yeast or Kveik yeast,Baker's yeast or Kveik yeast,,,,,7
646,Cane Toad Weisse,HEFEWEIZEN,2019.0,WLP380 Hefeweizen IV Ale Yeast,WLP380 Hefeweizen IV Ale Yeast,White Labs,WLP380,64.0,,3
647,Chimay Dorée Clone,BELGIAN ALE,2019.0,WLP500 Monastery Ale Yeast,WLP500 Monastery Ale Yeast,White Labs,WLP500,72.0,,8
648,Big Timber Brewing Porter,BALTIC PORTER,,English Ale Yeast,English Ale Yeast,,,68.0,,0
649,Crow Peak Brewing Co. Pile ‘O Dirt Porter,BALTIC PORTER,,Pacific Northwest Ale,Pacific Northwest Ale,,,63.0,,0
650,Earth Rider Brewery Precious Material Helles,HELLES,,German Lager yeast,German Lager yeast,,,52.0,,0
651,Reuben’s Brews Robust Porter,BALTIC PORTER,2012.0,American Ale yeast,American Ale yeast,,,,,0
652,Whetstone Station Brewery Whetstoner Session IPA,AMERICAN IPA,,American Ale yeast,American Ale yeast,,,65.0,,2
653,Strangeways Brewing Martian Spring Biere de Mars,BIÈRE DE GARDE,,Bi\u00e8re de Garde yeast,Bi\u00e8re de Garde yeast,,,72.0,,70
654,Red Rock Brewing Black Bier,DARK LAGER,2010.0,Lager yeast,Lager yeast,Wyeast,2124,49.0,,21
656,Jester King Brewery Figlet Farmhouse Amber Ale,AMBER ALE,,French Saison Yeast,French Saison Yeast,,,,,0
657,Roadhouse Brewing Co. Family Vacation Cream Ale,CREAM ALE,,American Ale yeast,American Ale yeast,,,69.0,,3
658,Tennessee Valley Brewing Co. DIVARTY Redlegs,AMBER ALE,,Safale US-05,Safale US-05,,,68.0,,14
659,IMBĪB Custom Brews Nevada Weisse,BERLINER WEISSE,,Berliner Weisse Blend,Berliner Weisse Blend,Wyeast,,70.0,70.0,14
660,Biloxi Brewing Company Pale Ale,AMERICAN PALE ALE,,Safale US-05,Chico/US-05 (American Ale),Fermentis,US-05,67.0,,44
661,Holy City Brewing Pluff Mud Porter,AMERICAN PORTER,,,,,,,,0
662,Red Door Brewing Company New England IPA,HAZY / NEW ENGLAND IPA,,London ale III,London ale III,,,68.0,,6
663,Missouri Beer Company English Dark Mild,BROWN ALE,,Wyeast 1968 Ale yeast,Wyeast 1968 Ale yeast,Wyeast,1968,65.0,,0
664,Providence Brewing Company Battlecow Galacticose New England IPA,HAZY / NEW ENGLAND IPA,,Hazy Daze IPA Blend,Hazy Daze IPA Blend,The Yeast Bay,,,,0
665,River Horse Brewing Company Tripel Horse,BELGIAN ALE,,Belgian Trappist Yeast,Belgian Trappist Yeast,,,72.0,72.0,14
666,Lupulin Brewing Straight Hash Homie IPA,AMERICAN IPA,,Omega OYL-052,Omega OYL-052,,,66.0,,7
667,Church Brew Works Pious Monk Dunkel,DARK LAGER,2012.0,Augustiner lager yeast,Augustiner lager yeast,,,50.0,,21
668,Henniker Brewing Co. Rustique Saison,BELGIAN ALE,,French Saison yeast,French Saison yeast,,,70.0,,0
669,Jolly Pumpkin Artisan Ales Bam Biére,FARMHOUSE BEER,,White Labs WLP 550,White Labs WLP 550,White Labs,,,80.0,0
671,Boiler Brewing Co. Bobber’s Big Red Rye Pale Ale,AMBER ALE,,BRY-97,BRY-97,,,66.0,,0
672,Bissel Brothers Brewing The Substance New England IPA,HAZY / NEW ENGLAND IPA,,California Common yeast,California Common yeast,,Wyeast 2112 / WLP 810 or similar,68.0,,0
673,Iron Monk Brewing Co. Velvet Antler Amber,AMBER ALE,,Safale S-05,Safale S-05,,,68.0,68.0,0
674,Fargo Brewing Company Wood Chipper IPA,AMERICAN IPA,,American Ale yeast,American Ale yeast,,,,,0
675,Seventh Son Brewing Co. Oubliette Russian Imperial Stout,IMPERIAL STOUT,,British ale yeast,British ale yeast,,,,,0
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,2000.0,/,/,,,66.0,,52
677,Great South Bay Brewery Massive IPA,AMERICAN IPA,,American Ale yeast,American Ale yeast,,,,,0
678,Outlaw Brewing Udder Madness Chocolate Milk Stout,CHOCOLATE BEER,,American ale yeast,American ale yeast,,,68.0,,0
679,Dreaming Creek Brewery 1792 Kentucky Common,AMBER LAGER,,Safale US-05,Safale US-05,,,65.0,,0
680,Perfect Plain Brewing Co. Holy Spin American IPA,AMERICAN IPA,,Chico/American Ale yeast,Chico/American Ale yeast,,Safale US-05,66.0,,19
681,Denali Brewing Co. Mother Ale Blonde,BLONDE ALE,,SafLager 34/70,SafLager 34/70,Fermentis,,67.0,,0
682,Nortons Brewing Co. Don’t Poke the Bear Milk Stout,STOUT,,London Ale,London Ale,Wyeast,1028,68.0,,0
683,Crooked Hammock Brewery Haulin’ Oats Milk Stout,OATMEAL STOUT,,White Labs WLP001,White Labs WLP001,White Labs,,65.0,,0
684,Triton Brewing Co. Fieldhouse Wheat,AMERICAN WHEAT,2017.0,Safale US-05,Safale US-05,,,68.0,,14
685,Two Roads Brewing Co. Worker’s Comp Farmhouse Ale,BELGIAN ALE,,White Labs 3711 or BSI S-26,White Labs 3711 or BSI S-26,,,,,0
686,Corridor Brewery Wizard Fight American IPA,AMERICAN IPA,,Brewing Science Institute London III (Ale),Brewing Science Institute London III (Ale),,,68.0,,0
689,Ladyface Ale Companie La Grisette,BELGIAN ALE,2018.0,Belgian yeast or your favorite Belgian yeast,Belgian yeast or your favorite Belgian yeast,,,,,0
690,Denizens Brewing Co. Lowest Lord ESB,AMBER ALE,,WLP007 Dry English Ale,WLP007 Dry English Ale,White Labs,,,,0
692,Pedal Haus Brewery Biere Blanche Belgian Witbier,BELGIAN ALE,2018.0,Westmalle yeast,Westmalle yeast,,,65.0,,0
693,Night Shift Brewing Matisse Classic Saison,BELGIAN ALE,2017.0,Belgian Saison yeast strain,Belgian Saison yeast strain,,,70.0,,28
694,Honolulu BeerWorks CocoWeizen,HEFEWEIZEN,2018.0,3068 Weihenstephan Weizen,3068 Weihenstephan Weizen,Wyeast,,72.0,,10
695,Ozark Beer Co. Belgian Golden Ale,BELGIAN ALE,,Belgian/French dry saison strain,Belgian/French dry saison strain,Omega Yeast Labs OYL-500 Saisonsteins Monster,OYL-500,80.0,,0
696,Parleaux Beer Lab Lemony Sippit Lager,AMERICAN LAGER,,Wyeast 2278 Czech Pils Lager Yeast,Wyeast 2278 Czech Pils Lager Yeast,,,,,0
697,Back Forty Beer Co. Truck Stop Honey Brown Ale,BROWN ALE,2011.0,US-05,Chico/US-05 (American Ale),Fermentis,US-05,68.0,,0
698,Juniper Rye Bock,BOCK,,Danish Lager,Danish Lager,,,,,0
699,I Am Broot” Brut IPA,IPA,2019.0,"Wyeast 1056, White Labs WLP001, or other clean, attenuative ale yeast","Wyeast 1056, White Labs WLP001, or other clean, attenuative ale yeast",,,68.0,,0
700,Night Sky Black IPA,AMERICAN IPA,2018.0,North West Ale,North West Ale,Wyeast,,,,0
701,Flubadub Gansett Porter (all-grain),AMERICAN PORTER,2018.0,Cry Havoc (WLP862),Cry Havoc (WLP862),White Labs,WLP862,55.0,70.0,35
702,Kein Bier Light Lager,AMERICAN LAGER,2018.0,WLP840 or WLP838,WLP840 or WLP838,White Labs,,50.0,,15
703,What The Helles!,HELLES,2018.0,WLP838 Southern German Lager,WLP838 Southern German Lager,White Labs,,50.0,,33
704,7k Czech Pale Lager,HELLES,2018.0,WLP 802,WLP 802,White Labs,WLP802,50.0,,57
705,Chris & Ryan’s Oktoberfest,AMBER LAGER,2018.0,Octoberfest/Marzen Lager,Octoberfest/Marzen Lager,White Labs,WLP820,50.0,,21
706,Darkness Imprisoning Me Lager,DARK LAGER,2018.0,German Bock Lager WLP833,German Bock Lager WLP833,,,54.0,62.0,47
707,Chew Bock-A Doppelbock,BOCK,2018.0,Wyeast 2206 Bavarian Lager,Wyeast 2206 Bavarian Lager,Wyeast,,50.0,,40
708,Spicy Nana Weissbier,HEFEWEIZEN,2018.0,WLP300,WLP300,White Labs,300,58.0,,28
709,Now That’s A Knife Australian Sparking Ale,GOLDEN ALE,2018.0,WLP023 Burton Ale,WLP023 Burton Ale,White Labs,WLP023,64.0,,12
710,Scarlett O’Hara Irish Red Ale,AMBER ALE,2018.0,Irish Ale,Irish Ale,Wyeast,1084,68.0,,12
711,Lee’s American Pale Ale,AMERICAN PALE ALE,2018.0,Imperial Yeast Flagship A07,Imperial Yeast Flagship A07,,,67.0,,5
712,Cookie Dough Brown Ale,AMERICAN BROWN ALE,2018.0,WLP001 California Ale,Chico/US-05 (American Ale),White Labs,WLP001,66.0,,0
713,Cat Scratch Cali,Foreign / Tropical Stout,2018.0,"Darkness Imperial yeast, Joystick Imperial yeast","Darkness Imperial yeast, Joystick Imperial yeast",,,67.0,,0
714,Hop Burst IPA,AMERICAN IPA,2018.0,Brewster's BRY96 American Ale,Brewster's BRY96 American Ale,,,68.0,,21
715,Star Maker Imperial Stout,IMPERIAL STOUT,2018.0,Safale-05,Safale-05,,,,,104
716,Mendel’s Monster Double IPA,IMPERIAL / DOUBLE IPA,2018.0,White Labs WLP007 Dry English Ale,White Labs WLP007 Dry English Ale,White Labs,WLP007,65.0,,4
717,Abbey Saison,BELGIAN ALE,2018.0,WLP590 French Saison,WLP590 French Saison,White Labs,,60.0,,3
718,Neu Haus Belgian Dark Strong Ale,BELGIAN ALE,2018.0,Wyeast 1762 Belgian Abbey II,Wyeast 1762 Belgian Abbey II,Wyeast,1762,65.0,,0
719,Cherry Weisse,BERLINER WEISSE,2018.0,German Ale 1007,German Ale 1007,Wyeast,1007,,,0
720,Smoked Helles,HELLES,2018.0,Wyeast 2206 Bavarian Lager,Wyeast 2206 Bavarian Lager,Wyeast,2206,48.0,,3
721,BlytheStone Light Cream Ale,Cream Ale,2018.0,Saflager W-34/70,Saflager W-34/70,Fermentis,,72.0,72.0,10
723,Robert’s German Pils,GERMAN PILSNER,2018.0,WLP 830,WLP 830,White Labs,,48.0,,14
724,Don’t Mess With Snickers Vienna Lager,AMBER LAGER,2018.0,Wyeast 830 German Lager,Wyeast 830 German Lager,,,48.0,34.0,56
725,Jonathan’s Schwarzbier,DARK LAGER,2018.0,Wyeast 2124 Bohemian Lager,Wyeast 2124 Bohemian Lager,Wyeast,2124,52.0,,26
726,HBock Helles Bock,BOCK,2018.0,German Lager WLP830,German Lager WLP830,White Labs,WLP830,62.0,,40
727,The Bizarro Jerry Weissbier,HEFEWEIZEN,2018.0,WLP300,WLP300,White Labs,,58.0,,3
728,More Special Strong Bitter,ENGLISH PALE ALE,2018.0,London Ale III,London Ale III,Wyeast Labs,1318,64.0,68.0,4
729,Lost Art American Pale Ale,AMERICAN PALE ALE,2018.0,WLP001,WLP001,White Labs,,68.0,,16
730,The Goatsman Kentucky Common,AMBER LAGER,2018.0,Safale US-05,Safale US-05,,,67.0,,7
731,Candies Wit English Porter,ENGLISH PORTER,2018.0,Wyeast 1318 London Ale III,Wyeast 1318 London Ale III,Wyeast,1318,61.0,,4
732,Shadow Monster Imperial Stout,IMPERIAL STOUT,2018.0,Wyeast 1728 Scottish Ale,Scottish Ale,Wyeast,1728,67.0,,21
733,Black Out IPA,AMERICAN IPA,2018.0,San Diego Super Ale Yeast,San Diego Super Ale Yeast,WLP,090,68.0,68.0,21
734,The Gunners Dream American Barleywine,BARLEYWINE,2018.0,Safale American Ale Yeast US-05,Safale American Ale Yeast US-05,Fermentis,,,,0
735,BarleyQuad English Barleywine,BARLEYWINE,2018.0,Wyeast 3711 French Saison,Wyeast 3711 French Saison,Wyeast,,68.0,68.0,284
736,Red Keep Biere de Garde,BIÈRE DE GARDE,2018.0,Belgian Abbey Style Ale II,Belgian Abbey Style Ale II,Wyeast,1762,63.0,,18
737,Mmm Quad,BELGIAN ALE,2018.0,Wyeast 3522 Belgian Ardennes,Wyeast 3522 Belgian Ardennes,Wyeast,,65.0,,7
738,Miss Mo’s Chocolate Raspberry Milk Stout,SPICE & HERB BEER,2018.0,1968 London ESB Ale,1968 London ESB Ale,Wyeast,1968,67.0,,14
739,Ass Kicking Cream Ale (Tequila-aged Lime/Jalapeno Ale),FRUIT BEER,2018.0,Safale American,Chico/US-05 (American Ale),Fermentis,US-05,65.0,,4
740,Wooden Bridge Barrel-aged Imperial Stout,IMPERIAL STOUT,2018.0,Imperial Yeast A10 Darkness,Imperial Yeast A10 Darkness,,,,,0
741,Dregs Of The Loon Wild Ale,WILD ALE,2018.0,", yeast dregs of spontaneously fermented Belgian wild ales; optionally WLP655 White Labs Belgian Sour 1; Omega Yeast OY-212 Brett Blend #3 Bring On Da Funk",", yeast dregs of spontaneously fermented Belgian wild ales; optionally WLP655 White Labs Belgian Sour 1; Omega Yeast OY-212 Brett Blend #3 Bring On Da Funk",,,65.0,,28
742,Mike’s Rye Weizenbock,BOCK,2018.0,Bavarian Weizen Yeast,Bavarian Weizen Yeast,White Labs,WLP351,63.0,63.0,18
743,Daniel’s American IPA,AMERICAN IPA,2018.0,Omega OYL-052 DIPA yeast,Omega OYL-052 DIPA yeast,,,65.0,,4
744,John’s American Lager,AMERICAN LAGER,2018.0,WLP840 American lager yeast,WLP840 American lager yeast,White Labs,,50.0,,17
745,Hayden’s Lager,AMERICAN LAGER,2018.0,WLP940 Mexican lager,WLP940 Mexican lager,White Labs,,51.0,,23
746,Han Solo Shot First Imperial Stout,IMPERIAL STOUT,2018.0,1469 West Yorkshire ale yeast,1469 West Yorkshire ale yeast,Wyeast,1469,,,0
747,TOF Joe IPA,AMERICAN IPA,2018.0,Wyeast 1318 London ale,Wyeast 1318 London ale,Wyeast,1318,66.0,,15
748,Nuclear Winter White IPA,AMERICAN IPA,2017.0,Wyeast 3787 Trappist High Gravity,Wyeast 3787 Trappist High Gravity,Wyeast,3787,68.0,68.0,18
749,Suicide Mission Double IPA,IMPERIAL / DOUBLE IPA,2018.0,Imperial #A07 Flagship ale yeast,Imperial #A07 Flagship ale yeast,Imperial,A07,67.0,,4
750,Don’t Swallow the Cap Barleywine,BARLEYWINE,2018.0,WLP002 English Ale,WLP002 English Ale,White Labs,,68.0,,22
751,Paul and Nick’s Saison,BELGIAN ALE,2018.0,Belle Saison dry yeast,Belle Saison dry yeast,,,70.0,80.0,7
752,Brunchmaster 2000 Witbier,BELGIAN ALE,2018.0,Wyeast 3944 Belgian Witbier,Wyeast 3944 Belgian Witbier,Wyeast,3944,,,14
753,Golden Diablo Belgian Strong Ale,BELGIAN ALE,2018.0,WLP570 Belgian Golden Ale,WLP570 Belgian Golden Ale,White Labs,WLP570,64.0,32.0,28
754,Cuvee 863 Gueuze,GUEUZE,2018.0,ECY01 BugFarm culture bottle dregs,ECY01 BugFarm culture bottle dregs,,,72.0,,365
755,Das Pash Berliner Weisse,BERLINER WEISSE,2018.0,Wyeast 1318 London Ale III,Wyeast 1318 London Ale III,Wyeast,1318,64.0,,8
756,Dr. Mantis Toboggan Winter Seasonal,SPICE & HERB BEER,2018.0,Inland Island NorCal yeast,Inland Island NorCal yeast,,,66.0,,0
757,Death Spiral Barrel-aged Barleywine,BARLEYWINE,2018.0,WLP007 Dry English ale yeast,WLP007 Dry English ale yeast,White Labs,WLP007,68.0,,0
758,1879 Kulmbacher Export,DARK LAGER,2018.0,WLP830 German Lager Yeast,WLP830 German Lager Yeast,,,,,0
759,1834 Augsburger Lagerbier,DARK LAGER,2018.0,White Labs WLP820 Oktoberfest/M\u00e4rzen Lager or WLP920 Old Bavarian Lager,White Labs WLP820 Oktoberfest/M\u00e4rzen Lager or WLP920 Old Bavarian Lager,,,62.0,,14
760,Old Ledger Lager,AMERICAN LAGER,2018.0,German Lager Yeast,German Lager Yeast,White Labs,WLP830,,,0
761,Inadweissable Florida Weisse,BERLINER WEISSE,2018.0,White Labs WLP510 Bastogne Belgian Ale Yeast,White Labs WLP510 Bastogne Belgian Ale Yeast,White Labs,WLP510,67.0,,7
762,Halpatter Florida Weisse,BERLINER WEISSE,2018.0,WLP029 German Ale/K\u00f6lsch Yeast,WLP029 German Ale/K\u00f6lsch Yeast,White Labs,,68.0,68.0,20
763,Swamp Head Florida Weisse,BERLINER WEISSE,2018.0,Omega Yeast Lactobacillus Blend / Wyeast 1318 London Ale III,Omega Yeast Lactobacillus Blend / Wyeast 1318 London Ale III,,,66.0,66.0,6
764,Stechen Florida Weisse,BERLINER WEISSE,2018.0,Lactobacillus brevis,Lactobacillus brevis,White Labs,WLP672,70.0,39.0,23
765,Bourbon Piñon Wee Heavy,AMBER ALE,2018.0,Wyeast 1728 Scottish Ale yeast,Wyeast 1728 Scottish Ale yeast,,,68.0,55.0,42
766,Basic Bohemian Pilsner,CZECH / BOHO PILS,2018.0,WLP802 Czech Budejovice lager yeast,WLP802 Czech Budejovice lager yeast,White Labs,WLP802,48.0,,3
767,Dorada Pampeana Estilo Cerveza Zeppelin,Blonde Ale,2018.0,SafAle S-04,SafAle S-04,Fermentis,,19.0,,21
768,Dorada Pampeana Estilo 1060 Cerveza,BLONDE ALE,2018.0,SafAle S-04,SafAle S-04,Fermentis,,61.0,,17
769,Dorada Pampeana Estilo Cerveza Minga,Blonde Ale,2018.0,SafAle US-05,SafAle US-05,Fermentis,,68.0,,8
770,IPA Argenta,AMERICAN IPA,2018.0,Fermentis SafAle US-05,Fermentis SafAle US-05,,,66.0,,0
771,Peaks & Priorities Juicy IPA (All-Grain),AMERICAN IPA,2018.0,IPA yeast,IPA yeast,,,70.0,,7
772,Van Dayum! Sour American Red Ale,AMBER ALE,2018.0,"Safale S-04, Safale K-97","Safale S-04, Safale K-97",Fermentis,,75.0,,11
773,Little Boss Sour Wheat Ale,SOUR ALE,2018.0,Safale K-97,Safale K-97,,,65.0,,10
774,The Charlie Citrus Pale Ale,AMERICAN PALE ALE,,Safale US-05,Safale US-05,Fermentis,,65.0,,0
775,13th Day Imperial Stout,IMPERIAL STOUT,2018.0,American Ale 1056,American Ale 1056,Wyeast,,,,0
776,Southern Highlander Wee Heavy,AMBER ALE,2010.0,Scottish Ale Yeast,Scottish Ale,Wyeast,1728,,,0
777,Smokey the Beer II (All-Grain),RAUCHBIER,2018.0,White Labs Cry Havoc yeast,White Labs Cry Havoc yeast,White Labs,,55.0,55.0,14
778,Exulansis Raspberry Sour,FRUIT BEER,2017.0,White Labs WLP648 Brettanomyces bruxellensis Troi Vrai,White Labs WLP648 Brettanomyces bruxellensis Troi Vrai,White Labs,WLP648,70.0,,0
