recipe_id,recipe_title,style,year,Ca_ppm,Mg_ppm,Na_ppm,Cl_ppm,SO4_ppm,HCO3_ppm,water_description,SO4_Cl_ratio
749,Suicide Mission Double IPA,IMPERIAL / DOUBLE IPA,2018.0,140.0,50.0,20.0,75.0,300.0,,"Water profile with added acid and mineral targets. Mash pH of 5.45, pre-boil pH of 5.25, flameout pH of 5.0–5.1. Acidify sparge water to 5.6 pH. Target a water profile of 140 ppm Ca, 50 ppm Mg, 20 ppm Na, 300 ppm SO4, 75 ppm Cl.",4.0
750,Don’t Swallow the Cap Barleywine,BARLEYWINE,2018.0,,,,,,,Very soft well water (close to reverse osmosis),
751,Paul and Nick’s Saison,BELGIAN ALE,2018.0,,,,,,,Tap water,
752,Brunchmaster 2000 Witbier,BELGIAN ALE,2018.0,,,,,,,Malt-forward (CaCl 75–100% of Ca additions) water profile that is appropriate for your water.,
753,Golden Diablo Belgian Strong Ale,BELGIAN ALE,2018.0,435.7142857142857,,257.9571428571429,416.70000000000005,1021.4285714285714,,Belgian water profile with salt adjustments,2.451232472830745
754,Cuvee 863 Gueuze,GUEUZE,2018.0,,,,,,,Yellow balanced profile in Bru’n Water,
755,Das Pash Berliner Weisse,BERLINER WEISSE,2018.0,101.5,,,72.3,143.0,,Reverse osmosis,1.9778699861687414
756,Dr. Mantis Toboggan Winter Seasonal,SPICE & HERB BEER,2018.0,8.0,2.0,15.0,2.5,15.0,,"Rocky Mountain tap water, carbon filtered.",6.0
757,Death Spiral Barrel-aged Barleywine,BARLEYWINE,2018.0,,,,,,,,
758,1879 Kulmbacher Export,DARK LAGER,2018.0,,,,,,,,
759,1834 Augsburger Lagerbier,DARK LAGER,2018.0,,,,,,,,
760,Old Ledger Lager,AMERICAN LAGER,2018.0,,,,,,,,
761,Inadweissable Florida Weisse,BERLINER WEISSE,2018.0,,,,,,,Reverse osmosis water with approximately 5–7 ppm residual carbonates. Acidify sparge water to pH of 5.2,
762,Halpatter Florida Weisse,BERLINER WEISSE,2018.0,,,,,,,,
763,Swamp Head Florida Weisse,BERLINER WEISSE,2018.0,32.0,19.0,12.0,28.0,90.0,41.0,"Applied minerals in ppm: Ca 32, Mg 19, Na 12, SO4 90, Cl 28, HCO3 41.",3.2142857142857144
764,Stechen Florida Weisse,BERLINER WEISSE,2018.0,,,,,,,,
765,Bourbon Piñon Wee Heavy,AMBER ALE,2018.0,,,,,,,,
766,Basic Bohemian Pilsner,CZECH / BOHO PILS,2018.0,,,,,,,Add 1 g/gal calcium chloride to reverse osmosis or distilled water,
767,Dorada Pampeana Estilo Cerveza Zeppelin,Blonde Ale,2018.0,41.0,1.0,63.0,71.0,58.0,92.0,"Ca 41 ppm, Mg 1 ppm, Na 63 ppm, SO4 58 ppm, Cl 71 ppm, HCO3 92 ppm. Acidify sparge water to pH of 5.7 – 5.8.",0.8169014084507042
768,Dorada Pampeana Estilo 1060 Cerveza,BLONDE ALE,2018.0,44.0,12.0,,,,116.0,"Ca 44 ppm, Mg 12 ppm, SO4/Cl ratio 0.9, HCO3 116 ppm. Acidify sparge water to 5.7 pH.",
769,Dorada Pampeana Estilo Cerveza Minga,Blonde Ale,2018.0,,,,,,,,
770,IPA Argenta,AMERICAN IPA,2018.0,,,,,,,,
771,Peaks & Priorities Juicy IPA (All-Grain),AMERICAN IPA,2018.0,,,,,,,,
772,Van Dayum! Sour American Red Ale,AMBER ALE,2018.0,,,,,,,,
773,Little Boss Sour Wheat Ale,SOUR ALE,2018.0,,,,,,,,
774,The Charlie Citrus Pale Ale,AMERICAN PALE ALE,,,,,,,,strike water,
775,13th Day Imperial Stout,IMPERIAL STOUT,2018.0,,,,,,,"Water in Edmonton is relatively hard, no other adjustments needed.",
776,Southern Highlander Wee Heavy,AMBER ALE,2010.0,,,,,,,,
777,Smokey the Beer II (All-Grain),RAUCHBIER,2018.0,,,,,,,,
778,Exulansis Raspberry Sour,FRUIT BEER,2017.0,,,,,,,,
779,Lichtenhainer,HISTORICAL BEER,2017.0,,,,,,,,
780,Triple Down Belgian Tripel,BELGIAN ALE,2017.0,,,,,,,,
781,Dogfish Head Indian Brown Ale Clone,AMERICAN BROWN ALE,2011.0,,,,,,,,
782,Toasted Coconut Black IPA,IPA,2017.0,274.5,,195.0,315.0,643.5,,"Carbon-filtered tap water with 0.5 tsp CaCO3, 0.9 tsp gypsum, 0.67 tsp Epsom salts, and 0.33 tsp salt per 10 gallons of brewing water.",2.0428571428571427
783,Double IPA,IMPERIAL / DOUBLE IPA,2017.0,540.0,,,964.0,,,,
784,Flatbed Pale Ale,AMERICAN PALE ALE,2017.0,1164.5454545454545,,141.8181818181818,229.0909090909091,2730.0,,"50 reverse osmosis water, 50% carbon filtered tap water, 21 g gypsum, 4 g Epsom salts",11.916666666666666
785,Phil’s Lager,AMERICAN LAGER,2017.0,,,,,,,,
786,Razzhole Sour,FRUIT BEER,2017.0,,,,,,,Seattle tap water with 1 tsp gypsum and 1 tsp calcium chloride,
787,Sunsphere IPA,AMERICAN IPA,2017.0,,,,,,,,
788,Scottish Light,AMBER ALE,2017.0,49.0,18.2,13.0,64.4,51.4,,Aim for malty amber water profile in Bru’n Water.,0.7981366459627328
789,Mister Mayhem,BARLEYWINE,2017.0,,,,,,,,
790,Session RIS,IMPERIAL STOUT,2017.0,,,,,,,Well water close to reverse osmosis water,
791,Rocket Surgeon Summer Ale,ENGLISH PALE ALE,2017.0,,,,,,,,
792,Sangjae’s Gose,GOSE,2017.0,,,,,,,,
793,The Olga Milk Stout,STOUT,2017.0,,,,,,,,
794,Exsanguinator,BOCK,2017.0,,,,,,,,
795,Jeff’s Belgian Dark Strong Ale,BELGIAN ALE,2017.0,,,,,,,,
796,Big Ben,ENGLISH PORTER,2017.0,,,,,,,,
797,Entry 2,Dark Lager,2017.0,801.1428571428572,,,667.9142857142858,1001.0000000000001,,"Mash Water: 3.1 g gypsum, 6.2 g calcium chloride Sparge Water: 1.8 g gypsum, 3.5 g calcium chloride.",1.4986952987979638
798,"Old Scotty"" Historical Scottish Heavy",AMBER ALE,2017.0,,,,,,,,
799,3 Philosophers with Attitude,BELGIAN ALE,2017.0,,,,,,,,
800,Elsie’s Marzen,AMBER LAGER,2017.0,,,,,,,,
801,American Grisette,BELGIAN ALE,2017.0,67.0,2.0,11.0,74.0,32.0,65.0,"Water: Ca 67 ppm, Mg 2 ppm, Na 11 ppm, SO4 32 ppm, Cl 74 ppm, CO3 65 ppm",0.43243243243243246
802,Hackysack Superstar,HEFEWEIZEN,2017.0,,,,,,,,
803,VCR Brown Ale,AMERICAN BROWN ALE,2017.0,78.0,1.0,13.0,93.0,80.0,,"Water: Ca 78 ppm, Mg 1 ppm, Na 13 ppm, SO4 80 ppm, Cl 93 ppm.",0.8602150537634409
804,Chickity Czech Yourself Pilsner,CZECH / BOHO PILS,2017.0,1087.5833333333335,,107.25000000000001,526.7166666666667,2085.416666666667,,"Reverse osmosis water with sodium bicarbonate, gypsum, calcium chloride, magnesium sulfate, and canning salt.",3.9592760180995477
805,Resurrection” Historical Grodziskie,HISTORICAL BEER,2017.0,,,,,,,,
806,Go Big Black IPA,AMERICAN IPA,2017.0,,,,,,,,
807,Townie Yacht Club,AMERICAN WHEAT,2017.0,,,,,,,,
808,Munich Gold 2016,HELLES,2017.0,,,,,,,,
809,Vitoria Vienna Pilsner,GERMAN PILSNER,2013.0,,,,,,,,
810,Argentine Strong Scotch Ale,AMBER ALE,2007.0,,,,,,,,
811,Weekday Bock (All-Grain),BOCK,2018.0,,,,,,,,
812,Saint Arnold Fancy Lawnmower Beer,HYBRID BEER,2017.0,,,,,,,"Treat mash and sparge water with Siebel salts and calcium chloride. Siebel salts are a mixture of calcium sulfate, magnesium sulfate, magnesium carbonate, and ammonium carbonate (a.k.a. baker’s salt). They salts are not commonly used, but Brock Wagner does use them to brew Saint Arnold’s Fancy Lawnmower Beer.",
813,Squatters Full Suspension Pale Ale,AMERICAN PALE ALE,2017.0,,,,,,,Add calcium chloride to mash for increased calcium. Target all water to an alkalinity of 80–100 ppm.,
814,Izzy’s Freudian Schwarz,DARK LAGER,2010.0,,,,,,,,
815,Choconut Brown Porter,AMERICAN PORTER,2017.0,,,,,,,,
816,Joe Gillian’s Red,AMBER ALE,,,,,,,,,
817,Überbrew White Noise American Wheat Ale,AMERICAN WHEAT,2016.0,,,,,,,,
818,Danado de Bom Oatmeal Stout,OATMEAL STOUT,2009.0,508.33333333333337,,,,1191.6666666666667,,,
819,Coriandered Mild Brown Ale,BROWN ALE,2006.0,,,,,,,,
820,German WeizenBock,WEIZEN BOCK,2017.0,,,,,,,,
821,American IPA Aged on Spanish Cedar Wood,AMERICAN IPA,2017.0,,,,,,,,
822,Hammonds 1903 XXXX,ENGLISH PALE ALE,2017.0,,,,,,,,
823,Brewlab 1995 Best Bitter,ENGLISH PALE ALE,2017.0,,,,,,,,
824,Elbro Nerkte Remake 2017 Brown Ale,BROWN ALE,2017.0,,,,,,,,
825,Roughtail Brewing Co. Hoptometrist Double IPA,IMPERIAL / DOUBLE IPA,,,,,,,,,
826,Adroit Theory Triptych Tart Rambutan Saison,BELGIAN ALE,,,,,,,,,
827,Boxing Bear Brewing Co. The Red Glove Double Red Ale,AMBER ALE,2016.0,,,,,,,,
828,Big Dog’s Brewing Red Hydrant English Brown Ale,BROWN ALE,,,,,,,,,
829,Boise Brewing Co. Down Down Extra Pale Ale,AMERICAN PALE ALE,2014.0,,,,,,,,
830,Back East Brewery Porter,AMERICAN PORTER,,,,,,,,,
831,Firehouse Brewing Co. Swarthy Beaver English Pale Ale,ENGLISH PALE ALE,,,,,,,,,
832,Fossil Cove Brewing La Brea Brown,BELGIAN ALE,,,,,,,,,
833,Gnarly Barley Brewing Co. Korova Milk Porter,PORTER,,,,,,,,,
834,Jekyll Brewing Seven Bridges Oktoberfest,OKTOBERFEST,,,,,,,,,
835,Free State Brewing Co. Garden Party Lager,PALE LAGER,,,,,,,,,
836,Indeed Brewing Co. Day Tripper Pale Ale,AMERICAN PALE ALE,,,,,,,,,
837,Brooklyn Brewery Brooklyn Lager,AMBER LAGER,,,,,,,,,
838,Historic Brewing Company’s Deer Lord Altbier,ALTBIER,,,,,,,,Dusseldorf water profile,
839,Coppertail Brewing Co. Unholy Trippel,BELGIAN ALE,,,,,,,,,
840,Flying Fish Brewing Co. Red Fish Hoppy Red Ale,AMBER ALE,,,,,,,,,
841,Hutton & Smith Brewing Co. On-Sight Alt,ALTBIER,2016.0,56.7,18.6,5.7,52.9,110.0,49.8,Hutton & Smith’s water profile,2.0793950850661624
842,Maui Brewing Company POG IPA,AMERICAN IPA,,,,,,,,,
843,Lazy Magnolia Brewery Southern Hops’pitality IPA,AMERICAN IPA,,,,,,,,4.25 – 4.5 gallons water with Calcium Chloride and food-grade acid added to increase hardness and reduce alkalinity if necessary.,
844,Lynnwood Brewing Drop Bear APA,AMERICAN PALE ALE,,,,,,,,,
845,Lion Bridge Brewing Co. Compensation English Dark Mild,BROWN ALE,,,,,,,,,
846,Melvin Brewing Homebrewer’s Hop Bomb,IMPERIAL / DOUBLE IPA,,,,,,,,,
847,Maine Beer Co. Peeper Ale,AMERICAN PALE ALE,2009.0,,,,,,,,
848,Maplewood Brewing Co. Charlatan American Pale Ale,AMERICAN PALE ALE,,,,,,,,,
849,Paducah Beer Werks Traditional English Pale Ale,ENGLISH PALE ALE,,,,,,,,,
850,Weathered Ground Brewery R.K. Double IPA,IMPERIAL / DOUBLE IPA,,,,,,,,,
851,Evolution Craft Brewing Co. Crystal Row,Old Ale,2015.0,,,,,,,,
852,Revelry Brewing Co Oh My Darlyn! Scotch Ale,AMBER ALE,2016.0,,,,,,,,
853,Postdoc Brewing Demon Star Imperial Stout,IMPERIAL STOUT,,,,,,,,,
854,Uinta Brewing Co. Hop Nosh Tangerine,AMERICAN IPA,,,,,,,,,
855,Trinity Brewhouse Red Devils Belgian Pale Ale,BELGIAN ALE,,,,,,,,,
856,Zipline Brewing Co. NZ IPA,AMERICAN IPA,,,,,,,,,
857,Bale So Hard Dry-Hopped Saison,BELGIAN ALE,2016.0,,,,,,,,
858,Terra Firma Brown IPA,AMERICAN BROWN ALE,,,,,,,,,
859,Vello’s Gotlandsdricke,HISTORICAL BEER,2017.0,,,,,,,Juniper water used for mashing and sparging,
860,Oh Mama! American Pale Ale,AMERICAN PALE ALE,2017.0,,,,,,,Not specified,
861,Brew-in-a-Bag Cranberry Ale,FRUIT BEER,2017.0,,,,,,,Water for mash and fermentation,
862,Pisswasser Lite,AMERICAN LAGER,2017.0,,,,,,,Carbon filter water and perform a Munich decarbonation,
863,Grodziskie,HISTORICAL BEER,2017.0,,,,,,,,
864,Oatmeal Belgian Pale Ale,BELGIAN ALE,2005.0,,,,,,,,
865,Hobo Devil,CZECH / BOHO PILS,2015.0,,,,,,,Adjust water with calcium chloride and minimal other minerals,
866,Rushmore IPA (All-Grain),IPA,2017.0,,,,,,,,
867,Klang Freudenfest Oktoberfest (All-Grain),OKTOBERFEST,2017.0,,,,,,,,
868,Battre L’oie Saison (All-Grain),BELGIAN ALE,2017.0,,,,,,,,
869,Ryan’s Schwarzbier,DARK LAGER,2016.0,,,,,,,"Treat brewing water with 1.7 g gypsum and 1.7 g calcium chloride, both in the mash and in the kettle.",
870,Dream Steam California Common,AMBER LAGER,2016.0,,,,,,,,
871,Dreg Pirate Roberts,WHEAT & RYE BEER,2016.0,,,,,,,,
872,StOaked Brown,BROWN ALE,2016.0,,,,,,,,
873,"Girl Scout Cookies"" Mint Chocolate Chip Sweet Stout",SPICE & HERB BEER,2016.0,,,,,,,,
874,If You Like Pi Coladas Berliner Weisse,FRUIT BEER,2016.0,1016.6666666666667,,,,2383.3333333333335,,"Bonita Springs, Fla. tap water treated with 10 g gypsum and a Campden tablet",
875,Split Thy Skull English Barleywine,BARLEYWINE,2016.0,,,,,,,Treat water with 4g CaCl2 and 2g CaSO4,
876,Queen B*tch Belgian Dark Strong Ale,BELGIAN ALE,2016.0,93.0,,,64.0,64.0,34.0,"Water Profile: 93 ppm Ca, 64 ppm Cl, 64 ppm SO4, 34 ppm alkalinity, -41 ppm residual alkalinity.",1.0
877,This is Not a Gueuze Gueuze,GUEUZE,2016.0,,,,,,,,
878,Mandy & Wesley’s French Saison,BELGIAN ALE,2016.0,,,,,,,"NYC water treated with Campden tablet, 3 g CaCl, and 2 g MgSO4.",
879,Barb’s Hef Weissbier,HEFEWEIZEN,2016.0,,,,,,,,
880,The Duke English IPA,ENGLISH IPA,2016.0,,,,,,,,
881,Sandy American IPA,AMERICAN IPA,2016.0,778.3333333333334,,32.50000000000001,534.5,1191.6666666666667,,"Reverse osmosis water treated with calcium chloride, gypsum, and table salt. Sparged with phosphoric acid.",2.229497973183661
882,Kaos Returns,IMPERIAL STOUT,2016.0,,,,,,,,
883,Padraig Irish Stout,IRISH STOUT,2016.0,,,,,,,,
884,Old Hound Dog Pre-Prohibition Porter,AMERICAN PORTER,2016.0,,,,,,,Add brewing salts per John Palmer’s water spreadsheet,
885,Blackson Brown Ale,BROWN ALE,2016.0,90.0,4.0,61.0,76.0,57.0,239.0,"Ca 90 ppm, Mg 4 ppm, SO4 57 ppm, Na 61 ppm, Cl 76 ppm, HCO3 239 ppm",0.75
886,Cali Amber,AMBER ALE,2016.0,,,,,,,Filtered tap San Diego tap water adjusted with lactic acid,
887,Rainy Day American Pale Ale,AMERICAN PALE ALE,2016.0,,,,,,,"Ca 110 ppm, Mg 18 ppm. Na 17 ppm, SO4 280 ppm, Cl 50 ppm",
888,D3 Scottish Ale,AMBER ALE,2016.0,443.33333333333337,,,428.44444444444446,476.66666666666663,,Water treated with 8 g calcium chloride and 3 g gypsum,1.1125518672199168
889,Golden Delight,ENGLISH PALE ALE,2016.0,,,,,,,,
890,Joe’s Kolsch,HYBRID BEER,2016.0,,,,,,,,
891,The King of Eisbocks!,BOCK,2016.0,,,,,,,,
892,"Thanks for the (Decoction) Pot, Dan"" Vienna Lager",AMBER LAGER,2016.0,,,,,,,,
893,Pilz Czech Pale Lager,CZECH / BOHO PILS,2016.0,,,,,,,Split water 50/50 with filtered tap water and distilled water. Add 3/4 Tbsp. of lactic acid for pH adjustment.,
894,Barstool Blues American Lite Lager,AMERICAN LAGER,2016.0,,,,,,,Remove chlorine from water using Campden tablets,
895,Sean’s Bock Doppelbock,BOCK,2016.0,,,,,,,,
896,Weavers Gold British Golden Ale,ENGLISH PALE ALE,2016.0,,,,,,,,
897,Lov-a-ly Bunch of Coconuts,SPICE & HERB BEER,2016.0,,,,,,,,
898,Jared’s Galaxy Pale Ale,AMERICAN PALE ALE,2016.0,,,,,,,,
899,Gunn Clan Scotch Ale,AMBER ALE,2011.0,,,,,,,,
900,Stairway to Heaven Belgian Specialty Ale,BELGIAN ALE,2008.0,,,,,,,,
901,Bill’s Farmhouse Ale,BELGIAN ALE,2005.0,,,,,,,,
902,Springtime in Amarillo Saison,BELGIAN ALE,2008.0,,,,,,,,
903,#BiggestSmallBeerEver Porter,AMERICAN PORTER,2016.0,,,,,,,,
904,Snowdrop (Kottbusser),FARMHOUSE BEER,2015.0,,,,,,,,
905,English Pale Ale (ESB) by AHA Members,ENGLISH PALE ALE,,,,,,,,,
906,"Milk Stout with Pumpkin, Coffee & Vanilla",COFFEE BEER,,,,,,,,,
907,Spencer Brewery Trappist Ale,BELGIAN ALE,,,,,,,,,
908,Saison D’Potiron,BELGIAN ALE,2013.0,,,,,,,,
909,Duck Slippers Session Helles,HELLES,2014.0,,,,,,,,
910,Summer Rye,WHEAT & RYE BEER,,207.69230769230768,,,370.7692307692307,,,Reverse Osmosis water treated with 1/4 tsp 10% phosphoric acid per 5 gallons. 1 tsp CaCl2 in mash.,
911,An English Braggot,BRAGGOT,,,,,,,,,
912,Dave’s Dreaded Sunday Steam Beer,AMBER LAGER,1999.0,,,,,,,,
913,Beast Mauler Tripel,BELGIAN ALE,2005.0,,,,,,,,
914,Easter Quad,BELGIAN ALE,,,,,,,,,
915,Matt’s Flanders Brown Ale,BROWN ALE,2001.0,,,,,,,,
916,AG24 Oktoberfest,OKTOBERFEST,2012.0,,,,,,,,
917,Anchor Steam Clone,Amber Lager,2003.0,,,,,,,,
918,Joe’s Tripel,BELGIAN ALE,2013.0,,,,,,,,
919,Portlandmunder X,HELLES,2014.0,,,,,,,"Treat water with 1 g baking soda, 5 g calcium chloride, 4 g Epsom salts, 4 g gypsum and 4 g calcium carbonate.",
920,AOK,PILSNER,2014.0,,,,,,,Use half RO water,
921,Rodtoberfest,AMBER LAGER,2014.0,,,,,,,,
922,Michael’s Dunkel,DARK LAGER,2014.0,,,,,,,Use half RO water and half tap water. Treat with 0.5 tsp calcium chloride prior to mash and adjust sparge water pH with phosphoric acid.,
923,Schmitten Doppelbock,BOCK,2014.0,,,,,,,,
924,Pat’s RIP’n Kölsch,HYBRID BEER,2014.0,,,,,,,,
925,Neue Altbier,ALTBIER,2014.0,,,,,,,,
926,Fully Monty British Ale,ENGLISH PALE ALE,2014.0,,,,,,,,
927,Way Off Kilter,Amber Ale,2014.0,,,,,,,,
928,Big Brown Ale,AMERICAN BROWN ALE,2014.0,,,,,,,Treat brewing water with 3 g calcium chlrodie and 1 g gypsum.,
929,Mister Manners,BROWN ALE,2014.0,,,,,,,Water is carbon filtered and treated with 5.2 pH stabilizer and a bit of Campden to protect against seasonal chloramine in the municipal water supply.,
930,Baltic Porter 13,BALTIC PORTER,2014.0,,,,,,,,
931,Rob’s Oatmeal Stout,OATMEAL STOUT,2014.0,,,,,,,,
932,Hop-Fu! IPA,IMPERIAL / DOUBLE IPA,2014.0,,,,,,,,
933,Yyy’s Man Says,BOCK,2014.0,,,,,,,,
934,Brett Strawberry Farmhouse,BELGIAN ALE,2014.0,,,,,,,,
935,Red Headed Stranger,FLANDERS RED,2014.0,,,,,,,,
936,Evil Beavr,BELGIAN ALE,2014.0,,,,,,,Use RO water treated with 1 tsp gypsum,
937,Bellanio Farms,BARLEYWINE,2014.0,,,,,,,,
938,Razz-Ma-Tazz,CHOCOLATE BEER,2014.0,,,,,,,,
939,Hop Canyon Habanero IPA,IPA,2014.0,165.0,12.0,17.0,300.0,55.0,,"Water profile that includes 165 ppm calcium, 12 ppm magnesium, 17 ppm sodium, 300 ppm calcium sulfate and 55 ppm chloride.",0.18333333333333332
940,Rauch Me Baby!,RAUCHBIER,2014.0,,,,,,,"Akron, OH city water, carbon filtered",
941,Emily,COFFEE BEER,2014.0,,,,,,,,
942,Tupelo Mead,STANDARD MEAD,2014.0,,,,,,,100% RO water,
943,2 Mead,FRUIT MEAD,2014.0,,,,,,,3 gallons water,
944,Chjateau Fletty arcs-en-ciels et les Licrones,EXPERIMENTAL MEAD,2014.0,,,,,,,Water source and treatment not specified.,
945,Bartlett Perry,STANDARD CIDER & PERRY,2014.0,,,,,,,"Pear cider with sulfite and acidity adjustment, no additional water ingredients stated.",
946,Sweet Heat,SPECIALTY CIDER & PERRY,2014.0,,,,,,,"Unpasteurized apple juice from Uncle John’s Cider Mill (St. Johns, MI)",
947,Springside Armenian Dunkel,DARK LAGER,2006.0,,,,,,,,
948,Saison de Craisin,BELGIAN ALE,2002.0,,,,,,,,
949,Bon-Bon Kölsch,HYBRID BEER,,,,,,,,,
950,Dubbel Your Pleasure,BELGIAN ALE,2011.0,,,,,,,,
951,Summer Time American Wheat Wine,AMERICAN WHEAT,2007.0,,,,,,,,
952,Regal Pale Ale,AMERICAN PALE ALE,2013.0,,,,,,,,
953,Mike’s Belgian Saison,BELGIAN ALE,2005.0,,,,,,,,
954,Peanut Butter Jelly Time,SPICE & HERB BEER,,,,,,,,,
955,Gluten-Free Chestnut Beer,,2012.0,,,,,,,,
956,Bosmo’s Imperial Cream Ale,CREAM ALE,2008.0,,,,,,,,
957,Russian River HopTime Harvest Ale Clone,AMERICAN IPA,2001.0,,,,,,,,
958,Cucurbita Pepo (Pumpkin Ale),PUMPKIN BEER,2001.0,,,,,,,,
959,Saison Du Mont,BELGIAN ALE,2009.0,,,,,,,,
960,Hoegaarden White Clone,BELGIAN ALE,2011.0,,,,,,,,
961,German Pils,GERMAN PILSNER,2013.0,632.5925925925926,,,,1482.9629629629628,,,
962,A Festbier For the Rest Of Us,AMBER LAGER,2013.0,,,,,,,"Carbon filtered Antioch, California tap water",
963,Black Dog Lager,DARK LAGER,2013.0,,,,,,,"50% distilled water, 50% filtered tap water",
964,Maibock,BOCK,2013.0,,,,,,,,
965,Wheat Heavy,AMERICAN WHEAT,2013.0,122.0,,,,286.0,,not specified,
966,Rauch Katze,ALTBIER,2013.0,,,,,,,"Filtered ABQ Municipal Zone 3 water, 1/2 RO",
967,Ol’ Bitter Bastard,ENGLISH PALE ALE,2013.0,,,,,,,Treat water with half tablet of Campden. Add 0.25 tsp gypsum dissolved in hot water at 60 min.,
968,Russell’s Scottish 80,AMBER ALE,2013.0,,,,,,,,
969,Regal Pale Ale,AMERICAN PALE ALE,2013.0,,,,,,,,
970,Country Mild,BROWN ALE,2013.0,,,,,,,,
971,Scooter’s Lager,BALTIC PORTER,2013.0,69.0,,,-301.25,,,"RO water, adjusted with CaCl2 to 69 ppm Ca",
972,Split Open and Melt,IMPERIAL STOUT,2013.0,,,,,,,,
973,Pike Ale,AMERICAN IPA,2013.0,,,,,,,"Mash water with rice hulls, gypsum, chalk, phosphoric acid, Wyeast nutrient blend",
974,El Hefe (2013),HEFEWEIZEN,2013.0,,,,,,,"RO water, add 2.2 g calcium chloride to mash, add 2.7 g calcium chloride to sparge.",
975,Soma,BELGIAN ALE,2013.0,,,,,,,"Carbon filtered water, 6.5 g gypsum added.",
976,Jam Out… Peach Lambic,FRUIT BEER,2013.0,,,,,,,,
977,Tripel,BELGIAN ALE,2013.0,,,,,,,,
978,2010 Barleywine,BARLEYWINE,2013.0,67.29106628242076,,,41.67146974063401,103.02593659942363,,Not specified,2.4723374827109263
979,Fruity McFruitFruit,FRUIT BEER,2013.0,90.0,,,160.66666666666666,,,,
980,Scott’s Nutty Brown Ale,BROWN ALE,2013.0,,,,,,,,
981,Slightly Smoked Helles,HELLES,2013.0,,,,,,,Calcium chloride and gypsum added to soft water,
982,Sto-Lat!,HISTORICAL BEER,2013.0,,,,,,,,
983,OB Mead,STANDARD MEAD,2013.0,,,,,,,Deionized water and other adjustments as listed in directions.,
984,Key Lime Mead,FRUIT MEAD,2013.0,,,,,,,Spring water,
985,SRB Mead,FRUIT MEAD,2013.0,,,,,,,,
986,Northern Lights Cider,STANDARD CIDER & PERRY,2013.0,,,,,,,Apple juices,
987,Jalapeño Cider,SPECIALTY CIDER & PERRY,2013.0,,,,,,,"Apple cider from Pine Hill Orchards, Mass.",
988,Cranberry “Lambic”,FRUIT BEER,1995.0,,,,,,,,
989,Pointon Proper,BROWN ALE,2012.0,,,,,,,Use 100% reverse osmosis-filtered water,
990,More Fun Blonde Ale,BLONDE ALE,2013.0,,,,,,,,
991,Wheat ‘n’ Berry Ale,FRUIT BEER,1995.0,435.7142857142857,,139.28571428571428,225.0,1021.4285714285714,,,4.5396825396825395
992,Jaggery Pale Ale,AMERICAN PALE ALE,,,,,,,,,
993,Deck-Head Stout,IRISH STOUT,,,,,,,,,
994,Trigo Oscuro,DUNKELWEIZEN,,,,,,,,,
995,Addicted Coffee Stout,COFFEE BEER,2012.0,,,,,,,Not explicitly specified; assume default water profile,
996,Brasserie Grain d’Orge,BELGIAN ALE,,,,,,,,,
997,Chai Tea Brown Ale,BROWN ALE,,,,,,,,,
998,Saison d’Hiver,BELGIAN ALE,2008.0,,,,,,,,
999,Raspberry Basil Porter Aged on Palo Santo Wood,Baltic Porter,2008.0,,,,,,,,
1000,Mein Nelson Sauvin,BOCK,,,,,,,,,
1001,Big Basin Amber Ale,AMBER ALE,,,,,,,,,
1002,Crabapple Lambicky Ale,FRUITED SOUR,,,,,,,,,
1003,Trick or Treat Bock,BOCK,,,,,,,,,
1004,Punkin Head,PUMPKIN BEER,,,,,,,,,
1005,I See Your Schwartz Is As Big As Mine,DARK LAGER,,,,,,,,,
1006,Before Capone,AMERICAN PILSNER,2011.0,,,,,,,,
1007,Potato Vacation Beer,SPICE & HERB BEER,2004.0,,,,,,,,
1008,Ettonante,BELGIAN ALE,2001.0,,,,,,,,
1009,Big Ass Barleywine,BARLEYWINE,2005.0,,,,,,,,
1010,Sitzung Helles,HELLES,2012.0,,,,,,,,
1011,Barky Pilsner,GERMAN PILSNER,2012.0,,,,,,,Not specifically mentioned beyond additives,
1012,Pam’s Vienna,AMBER LAGER,2012.0,,,,,,,Austin tap water/Palmer's spreadsheet,
1013,Endless Mountains Sour Summer Ale,BELGIAN ALE,2012.0,,,,,,,,
1014,Stephen & Hayley's Winter Warmer 2011,BELGIAN ALE,2012.0,338.46153846153845,,,185.38461538461536,550.0,,,2.9668049792531126
1015,Old Ball and Chain,OLD ALE,2012.0,,,,,,,,
1016,Koko’s Nut Stout,FRUIT BEER,2012.0,,,,,,,"Charcoal filtered tap water, acidified",
1017,Hibiscus Sauvante,SPICE & HERB BEER,2012.0,65.0,13.0,3.0,63.0,95.0,,"Water profile: 65 ppm Ca, 13 ppm Mg, 3 ppm Na, 63 ppm Cl, 95 ppm SO4",1.507936507936508
1018,Black Friday Stout,IMPERIAL STOUT,2012.0,,,,,,,,
1019,Urban UFO,IPA,2012.0,,,,,,,,
1020,OB Trad,STANDARD MEAD,2012.0,,,,,,,Warmed water for dilution,
1021,Strawberry Tupelo,FRUIT MEAD,2012.0,,,,,,,1 gallon water; approximate mineral profile not stated,
1022,Rhubarb Mead,HERB & SPICE MEAD,2012.0,,,,,,,1 gallon water,
1023,2011 Honeycrisp Celebration,STANDARD CIDER & PERRY,2012.0,,,,,,,Apple juice for fermentation,
