recipe_id,recipe_title,style,style_group,year,step_number,step_name,temp_F,time_min
579,Hammer of the Gord’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,3,Mash Out,168.0,50
580,The Wingman American IPA,AMERICAN IPA,IPA,2019.0,1,Mash,152.0,60
581,Clan MacIntosh Old Ale,OLD ALE,OTHER,2019.0,1,,152.0,60
582,David Allen’s Saison,BELGIAN ALE,BELGIAN,2019.0,1,Mash,148.0,60
583,Brilliant Blond,BELGIAN ALE,BELGIAN,2019.0,1,Mash,150.0,60
584,Jon Safadão BDSA,BELGIAN ALE,BELGIAN,2019.0,1,Protein Rest,62.0,30
584,Jon Safadão BDSA,BELGIAN ALE,BELGIAN,2019.0,2,Mash Out,70.0,30
585,What Gueuze Around Comes Around,GUEUZE,OTHER,2019.0,1,,150.0,60
586,Ich bin ein Berliner,BERLINER WEISSE,SOUR,2019.0,1,Mash,145.0,60
587,Smoked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,1,First step,54.0,10
587,Smoked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,2,Second step,66.0,55
587,Smoked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,3,Third step,68.0,20
588,Via Blvd E Specialty Stout,COFFEE BEER,OTHER,2019.0,1,Mash,155.0,120
589,Seventh Nature Hoppy Brett Ale,WILD ALE,OTHER,2019.0,1,Mash,153.0,60
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,1,Protein Rest,131.0,20
590,Three Kings Wheat Eisbock,BOCK,LAGER,2019.0,2,Mash,154.0,60
592,Hot Schnitzel,HELLES,OTHER,2019.0,1,Mash,151.0,60
593,Mitte Flüsse Pils,GERMAN PILSNER,LAGER,2019.0,1,Mash,148.0,60
594,Viva! Vienna!,AMBER LAGER,LAGER,2019.0,1,Single Infusion mash,154.0,60
594,Viva! Vienna!,AMBER LAGER,LAGER,2019.0,2,Add Midnight Wheat,154.0,10
595,Big & Beautiful Bock,BOCK,LAGER,2019.0,1,,154.0,60
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,1,Acid Rest,95.0,0
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,2,Protein Rest 1,113.0,10
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,3,Protein Rest 2,135.0,15
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,4,Saccharification Step 1,145.0,20
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,5,Saccharification Step 2,154.0,20
596,Winter Wave Weizenbock,BOCK,LAGER,2019.0,6,Mash Out,168.0,10
597,Zon Saison,BELGIAN ALE,BELGIAN,2019.0,1,First Step,137.5,37
597,Zon Saison,BELGIAN ALE,BELGIAN,2019.0,2,Second Step,149.0,30
597,Zon Saison,BELGIAN ALE,BELGIAN,2019.0,3,Third Step,156.0,30
598,Don’t Look Up… Scottish Ale,AMBER ALE,AMBER_ALE,2019.0,1,Mash at 150\u00b0F,150.0,60
599,Hoppy New Year Amber Ale,AMBER ALE,AMBER_ALE,2019.0,1,,156.0,60
600,Wharf Busker Pale Ale,AMERICAN PALE ALE,IPA,2019.0,1,Mash,152.0,60
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,BROWN_ALE,2019.0,1,Mash,152.0,60
601,Mike Dawson’s Wild Rice Mild,BROWN ALE,BROWN_ALE,2019.0,2,Mashout,170.0,15
602,Veteran’s Day IPA,AMERICAN IPA,IPA,2019.0,1,Mash,150.0,60
603,Ben’s Belgian Pale Ale,BELGIAN ALE,BELGIAN,2019.0,1,Mash,152.0,60
604,I See London English Barleywine,BARLEYWINE,STRONG_ALE,2019.0,1,Mash at 152\u00b0F,152.0,60
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,1,Mash in,159.4,60
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,2,Drop heat to,154.0,4
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,3,Hold at,154.0,30
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,4,Heat up to mashout,170.0,4
605,Nuetnigenough Belgian Golden Strong,BELGIAN ALE,BELGIAN,2019.0,5,Mashout at,170.0,10
606,Gose with Everything,SOUR ALE,SOUR,2019.0,1,,154.0,60
607,Do You Even Haze Bro? New England IPA,HAZY / NEW ENGLAND IPA,IPA,2019.0,1,Mash,156.0,45
608,Kaffee Vienna Lager,AMBER LAGER,LAGER,2019.0,1,Mash,152.0,60
609,Mill ’em All Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,1,Mash,156.0,60
610,Sour Blonde Ale with Blackberries and Raspberries,FRUIT BEER,OTHER,2019.0,1,Mash,156.0,45
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,1,Dough-in,113.0,20
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,2,Protein Rest,143.0,30
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,3,Saccharification Rest,161.0,30
611,The Void” Kutbier,HISTORICAL BEER,OTHER,2019.0,4,Mash Out,170.0,10
612,Belgian Dip Chocolate Stout,CHOCOLATE BEER,OTHER,2007.0,1,Mash,154.0,60
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,1,initial mash,132.0,30
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,2,raise to mash out,155.0,30
613,Choco Red Rye Wedding Ale,WHEAT & RYE BEER,WHEAT_BEER,2016.0,3,raise to saccharification,167.0,0
614,Saison de Liège 1851,BELGIAN ALE,BELGIAN,2019.0,1,Mash,158.0,60
615,Luiks Beer 1690,HISTORICAL BEER,OTHER,2019.0,1,Mash,152.0,60
616,Terje Raftevold’s Kornøl,HISTORICAL BEER,OTHER,2019.0,1,Mash,165.0,60
617,Odin’s Beard Baltic Porter,BALTIC PORTER,PORTER,2019.0,1,Mash,156.0,60
618,Bigfoot’s (D)elight Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,1,Mash,154.0,60
618,Bigfoot’s (D)elight Weissbier,HEFEWEIZEN,WHEAT_BEER,2019.0,2,Mash raise,168.0,0
619,Craictastic Ordinary Bitter,ENGLISH PALE ALE,IPA,2019.0,1,Mash at 155\u00b0F (68\u00b0C),155.0,60
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,1,initial mash,158.0,60
620,Iowa Brewers Bevvy Scottish Light,AMBER ALE,AMBER_ALE,2019.0,2,ramp to 168\u00b0F (76\u00b0C),168.0,10
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,1,Mash,149.0,60
621,Big Boi’s Booty Sweat American Pale Ale,AMERICAN PALE ALE,IPA,2019.0,2,Mash Out,168.0,10
622,Possibility and Promise Pacific Amber,AMBER ALE,AMBER_ALE,2019.0,1,Mash,152.0,60
623,Sket English Porter,ENGLISH PORTER,PORTER,2019.0,1,Mash,155.0,60
624,Sticky Faucet Oatmeal Milk Stout,OATMEAL STOUT,STOUT,2019.0,1,Mash,156.0,60
625,Mid-Sember Knight’s Dream American Porter,AMERICAN PORTER,PORTER,2019.0,1,Mash,152.0,60
625,Mid-Sember Knight’s Dream American Porter,AMERICAN PORTER,PORTER,2019.0,2,Mash Out,165.0,0
626,Four Tsarinas and Two Tsarovich’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,1,Mash in,130.0,0
626,Four Tsarinas and Two Tsarovich’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,2,Ramp to saccharification temp,155.0,15
626,Four Tsarinas and Two Tsarovich’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,3,Hold at main mash,155.0,60
626,Four Tsarinas and Two Tsarovich’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,4,Mash out,170.0,10
626,Four Tsarinas and Two Tsarovich’s Imperial Stout,IMPERIAL STOUT,STOUT,2019.0,5,Hold for sparge,170.0,0
627,Idaho Is One Giant Park IPA,AMERICAN IPA,IPA,2019.0,1,Mash at 150\u00b0F,150.0,60
628,Summer Cloud Belgian IPA,BELGIAN ALE,BELGIAN,2019.0,1,Mash,155.0,45
629,Knauf’s Old Ale #46,OLD ALE,OTHER,2019.0,1,,150.0,75
630,Birra Corina Saison,BELGIAN ALE,BELGIAN,2019.0,1,Mash,156.0,60
631,Trail Dog Berliner Bites,BERLINER WEISSE,SOUR,2019.0,1,Rest at 113\u00b0F (45\u00b0C),113.0,30
631,Trail Dog Berliner Bites,BERLINER WEISSE,SOUR,2019.0,2,Rest at 125\u00b0F (52\u00b0C),125.0,20
631,Trail Dog Berliner Bites,BERLINER WEISSE,SOUR,2019.0,3,Rest at 148\u00b0F (64\u00b0C),148.0,20
631,Trail Dog Berliner Bites,BERLINER WEISSE,SOUR,2019.0,4,Mash out at 170\u00b0F (77\u00b0C),170.0,10
632,Andrew’s Grodziskie,HISTORICAL BEER,OTHER,2019.0,1,Saccharification rest 1,126.0,30
632,Andrew’s Grodziskie,HISTORICAL BEER,OTHER,2019.0,2,Saccharification rest 2,152.0,60
632,Andrew’s Grodziskie,HISTORICAL BEER,OTHER,2019.0,3,Mash Out,169.0,10
633,Onyris English Ryewine,UK/US STRONG ALE,STRONG_ALE,2019.0,1,Initial mash,104.0,15
633,Onyris English Ryewine,UK/US STRONG ALE,STRONG_ALE,2019.0,2,Ramp to mash temp,158.0,60
633,Onyris English Ryewine,UK/US STRONG ALE,STRONG_ALE,2019.0,3,Mash out,170.0,10
634,Dragon of the Black Pool Experimental Beer,AMBER ALE,AMBER_ALE,2016.0,1,Cereal mash,152.0,60
634,Dragon of the Black Pool Experimental Beer,AMBER ALE,AMBER_ALE,2016.0,2,Main mash,152.0,60
635,Hobo BoHo Pilsner,CZECH / BOHO PILS,LAGER,2019.0,1,Acid Rest,122.0,20
635,Hobo BoHo Pilsner,CZECH / BOHO PILS,LAGER,2019.0,2,Decoction #1,152.0,20
635,Hobo BoHo Pilsner,CZECH / BOHO PILS,LAGER,2019.0,3,Mash Out,154.0,15
636,May the Bock Be with You,BOCK,LAGER,2019.0,1,Initial Rest,100.0,30
636,May the Bock Be with You,BOCK,LAGER,2019.0,2,Decoction Heating to 151\u00b0F,151.0,20
636,May the Bock Be with You,BOCK,LAGER,2019.0,3,Decoction Rest at 162\u00b0F,162.0,15
636,May the Bock Be with You,BOCK,LAGER,2019.0,4,Main Mash Rest at 151\u00b0F,151.0,10
636,May the Bock Be with You,BOCK,LAGER,2019.0,5,Decoction Heating to 162\u00b0F,162.0,10
636,May the Bock Be with You,BOCK,LAGER,2019.0,6,Decoction Rest at 162\u00b0F,162.0,15
636,May the Bock Be with You,BOCK,LAGER,2019.0,7,Mash Out at 172\u00b0F,172.0,10
637,Meister Groll Bohemian Pils,CZECH / BOHO PILS,LAGER,2019.0,1,Initial mash rest,100.0,30
637,Meister Groll Bohemian Pils,CZECH / BOHO PILS,LAGER,2019.0,2,First decoction,151.0,20
637,Meister Groll Bohemian Pils,CZECH / BOHO PILS,LAGER,2019.0,3,Decoction heating to 162\u00b0F,162.0,10
637,Meister Groll Bohemian Pils,CZECH / BOHO PILS,LAGER,2019.0,4,Decoction boil,162.0,10
637,Meister Groll Bohemian Pils,CZECH / BOHO PILS,LAGER,2019.0,5,Second decoction heating to 162\u00b0F,162.0,10
637,Meister Groll Bohemian Pils,CZECH / BOHO PILS,LAGER,2019.0,6,Mash-out,172.0,10
638,Aspen Ridge Cream Ale,CREAM ALE,BLONDE_PALE,2019.0,1,Mash,152.0,75
639,All-American Blonde Ale,HYBRID BEER,OTHER,2019.0,1,Mash,150.0,75
640,Cranberries for Sal New England IPA,HAZY / NEW ENGLAND IPA,IPA,,1,Mash,153.0,60
641,Big Beach Brewing Co. King Cake Porter,PORTER,PORTER,,1,Mash,153.0,60
641,Big Beach Brewing Co. King Cake Porter,PORTER,PORTER,,2,Mash Out,168.0,15
642,Jack o’Lupe IPA,IPA,IPA,,1,Mash,153.0,60
643,Oaked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,1,Beta Glucan Rest,104.0,30
643,Oaked Wee Heavy,AMBER ALE,AMBER_ALE,2019.0,2,Saccharification Rest,150.0,45
644,Dad’s Red Ale,AMBER ALE,AMBER_ALE,2019.0,1,Gelatinization,185.0,30
644,Dad’s Red Ale,AMBER ALE,AMBER_ALE,2019.0,2,Saccharification Rest,155.0,60
645,Mika Laitinen’s Sahti,AMBER ALE,AMBER_ALE,2019.0,1,Initial mash,140.0,45
645,Mika Laitinen’s Sahti,AMBER ALE,AMBER_ALE,2019.0,2,Raise to 158\u00b0F,158.0,45
645,Mika Laitinen’s Sahti,AMBER ALE,AMBER_ALE,2019.0,3,Final raise to 176\u00b0F,176.0,15
646,Cane Toad Weisse,HEFEWEIZEN,WHEAT_BEER,2019.0,1,Mash at 125\u00b0F,125.0,20
646,Cane Toad Weisse,HEFEWEIZEN,WHEAT_BEER,2019.0,2,Raise to 140\u00b0F,140.0,30
646,Cane Toad Weisse,HEFEWEIZEN,WHEAT_BEER,2019.0,3,Raise to 152\u00b0F,152.0,40
646,Cane Toad Weisse,HEFEWEIZEN,WHEAT_BEER,2019.0,4,Mash out at 168\u00b0F,168.0,0
647,Chimay Dorée Clone,BELGIAN ALE,BELGIAN,2019.0,1,Mash,147.0,75
647,Chimay Dorée Clone,BELGIAN ALE,BELGIAN,2019.0,2,Mash Out,168.0,10
648,Big Timber Brewing Porter,BALTIC PORTER,PORTER,,1,,150.0,60
649,Crow Peak Brewing Co. Pile ‘O Dirt Porter,BALTIC PORTER,PORTER,,1,Main Mash,156.0,60
650,Earth Rider Brewery Precious Material Helles,HELLES,OTHER,,1,Mash,152.0,60
651,Reuben’s Brews Robust Porter,BALTIC PORTER,PORTER,2012.0,1,Mash,152.0,60
652,Whetstone Station Brewery Whetstoner Session IPA,AMERICAN IPA,IPA,,1,Mash,150.0,60
653,Strangeways Brewing Martian Spring Biere de Mars,BIÈRE DE GARDE,OTHER,,1,Polyphenol Rest,122.0,20
653,Strangeways Brewing Martian Spring Biere de Mars,BIÈRE DE GARDE,OTHER,,2,Protein Rest,144.0,20
653,Strangeways Brewing Martian Spring Biere de Mars,BIÈRE DE GARDE,OTHER,,3,Beta Amylase Rest,156.0,20
653,Strangeways Brewing Martian Spring Biere de Mars,BIÈRE DE GARDE,OTHER,,4,Alpha Amylase Rest,168.0,20
653,Strangeways Brewing Martian Spring Biere de Mars,BIÈRE DE GARDE,OTHER,,5,Mash Out,168.0,10
654,Red Rock Brewing Black Bier,DARK LAGER,LAGER,2010.0,1,Rest,149.0,60
655,Atlas Brew Works Rowdy Rye Ale,WHEAT & RYE BEER,WHEAT_BEER,,1,Mash,154.0,90
656,Jester King Brewery Figlet Farmhouse Amber Ale,AMBER ALE,AMBER_ALE,,1,Mash,152.0,60
657,Roadhouse Brewing Co. Family Vacation Cream Ale,CREAM ALE,BLONDE_PALE,,1,Mash at 152\u00b0F (67\u00b0C),152.0,60
658,Tennessee Valley Brewing Co. DIVARTY Redlegs,AMBER ALE,AMBER_ALE,,1,,153.0,60
659,IMBĪB Custom Brews Nevada Weisse,BERLINER WEISSE,SOUR,,1,Main Mash,148.0,45
660,Biloxi Brewing Company Pale Ale,AMERICAN PALE ALE,IPA,,1,Mash,150.0,75
661,Holy City Brewing Pluff Mud Porter,AMERICAN PORTER,PORTER,,1,Mash,149.0,45
662,Red Door Brewing Company New England IPA,HAZY / NEW ENGLAND IPA,IPA,,1,Mash,154.0,60
663,Missouri Beer Company English Dark Mild,BROWN ALE,BROWN_ALE,,1,Mash,150.0,60
664,Providence Brewing Company Battlecow Galacticose New England IPA,HAZY / NEW ENGLAND IPA,IPA,,1,Mash,155.0,60
665,River Horse Brewing Company Tripel Horse,BELGIAN ALE,BELGIAN,,1,Mash at 148\u00b0F,148.0,60
666,Lupulin Brewing Straight Hash Homie IPA,AMERICAN IPA,IPA,,1,Mash,152.0,60
667,Church Brew Works Pious Monk Dunkel,DARK LAGER,LAGER,2012.0,1,Start mash,140.0,0
667,Church Brew Works Pious Monk Dunkel,DARK LAGER,LAGER,2012.0,2,Decoction raise,154.0,0
668,Henniker Brewing Co. Rustique Saison,BELGIAN ALE,BELGIAN,,1,Mash,147.0,60
669,Jolly Pumpkin Artisan Ales Bam Biére,FARMHOUSE BEER,BELGIAN,,1,Mash,148.0,60
670,Von Ebert Brewing Sabrage Brut IPA,IPA,IPA,,1,Mash,142.0,60
671,Boiler Brewing Co. Bobber’s Big Red Rye Pale Ale,AMBER ALE,AMBER_ALE,,1,Mash,155.0,60
672,Bissel Brothers Brewing The Substance New England IPA,HAZY / NEW ENGLAND IPA,IPA,,1,Mash,151.0,60
673,Iron Monk Brewing Co. Velvet Antler Amber,AMBER ALE,AMBER_ALE,,1,Mash,154.0,60
673,Iron Monk Brewing Co. Velvet Antler Amber,AMBER ALE,AMBER_ALE,,2,Mash Out,170.0,10
674,Fargo Brewing Company Wood Chipper IPA,AMERICAN IPA,IPA,,1,Mash at 155\u00b0F,155.0,60
675,Seventh Son Brewing Co. Oubliette Russian Imperial Stout,IMPERIAL STOUT,STOUT,,1,Mash,148.0,60
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,BELGIAN,2000.0,1,Initial Mash\n55\u00b0C,131.0,15
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,BELGIAN,2000.0,2,Rest 1\n63-64\u00b0C,146.0,30
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,BELGIAN,2000.0,3,Rest 2\n67\u00b0C,152.0,40
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,BELGIAN,2000.0,4,Rest 3\n70-72\u00b0C,158.0,15
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,BELGIAN,2000.0,5,Mash Out,168.0,30
677,Great South Bay Brewery Massive IPA,AMERICAN IPA,IPA,,1,Mash at 151\u00b0F,151.0,60
678,Outlaw Brewing Udder Madness Chocolate Milk Stout,CHOCOLATE BEER,OTHER,,1,,152.0,60
679,Dreaming Creek Brewery 1792 Kentucky Common,AMBER LAGER,LAGER,,1,Mash,152.0,60
680,Perfect Plain Brewing Co. Holy Spin American IPA,AMERICAN IPA,IPA,,1,Primary Mash,150.0,60
681,Denali Brewing Co. Mother Ale Blonde,BLONDE ALE,BLONDE_PALE,,1,Mash,148.0,60
682,Nortons Brewing Co. Don’t Poke the Bear Milk Stout,STOUT,STOUT,,1,Mash,152.0,60
683,Crooked Hammock Brewery Haulin’ Oats Milk Stout,OATMEAL STOUT,STOUT,,1,Mash,151.0,60
684,Triton Brewing Co. Fieldhouse Wheat,AMERICAN WHEAT,WHEAT_BEER,2017.0,1,Mash,154.0,60
685,Two Roads Brewing Co. Worker’s Comp Farmhouse Ale,BELGIAN ALE,BELGIAN,,1,Mash,149.0,45
686,Corridor Brewery Wizard Fight American IPA,AMERICAN IPA,IPA,,1,Mash,152.0,60
687,Odell Brewing Company 90 Shilling Ale,AMBER ALE,AMBER_ALE,,1,main mash,153.0,90
688,Boise Brewing Dark Daisy Chocolate Milk Stout,CHOCOLATE BEER,OTHER,,1,Mash,154.0,60
689,Ladyface Ale Companie La Grisette,BELGIAN ALE,BELGIAN,2018.0,1,Mash,150.0,60
690,Denizens Brewing Co. Lowest Lord ESB,AMBER ALE,AMBER_ALE,,1,Mash,152.0,90
691,Exile Brewing Company Sir Moch-A-Lot Mocha Stout,COFFEE BEER,OTHER,,1,,154.0,60
692,Pedal Haus Brewery Biere Blanche Belgian Witbier,BELGIAN ALE,BELGIAN,2018.0,1,Protein Rest,122.0,20
692,Pedal Haus Brewery Biere Blanche Belgian Witbier,BELGIAN ALE,BELGIAN,2018.0,2,Beta Amylase Rest,149.0,20
692,Pedal Haus Brewery Biere Blanche Belgian Witbier,BELGIAN ALE,BELGIAN,2018.0,3,Alpha Amylase Rest,158.0,20
693,Night Shift Brewing Matisse Classic Saison,BELGIAN ALE,BELGIAN,2017.0,1,,151.0,60
694,Honolulu BeerWorks CocoWeizen,HEFEWEIZEN,WHEAT_BEER,2018.0,1,Mash,150.0,60
695,Ozark Beer Co. Belgian Golden Ale,BELGIAN ALE,BELGIAN,,1,Mash,152.0,30
696,Parleaux Beer Lab Lemony Sippit Lager,AMERICAN LAGER,LAGER,,1,Mash in,152.0,90
697,Back Forty Beer Co. Truck Stop Honey Brown Ale,BROWN ALE,BROWN_ALE,2011.0,1,Mash,160.0,60
698,Juniper Rye Bock,BOCK,LAGER,,1,Rest at 104\u00b0F,104.0,15
698,Juniper Rye Bock,BOCK,LAGER,,2,Rest at 130\u00b0F,130.0,15
698,Juniper Rye Bock,BOCK,LAGER,,3,Rest at 148\u00b0F,148.0,15
698,Juniper Rye Bock,BOCK,LAGER,,4,Rest at 172\u00b0F,172.0,15
698,Juniper Rye Bock,BOCK,LAGER,,5,Mash out,190.0,15
699,I Am Broot” Brut IPA,IPA,IPA,2019.0,1,,150.0,60
700,Night Sky Black IPA,AMERICAN IPA,IPA,2018.0,1,Mash,153.0,75
701,Flubadub Gansett Porter (all-grain),AMERICAN PORTER,PORTER,2018.0,1,Cereal mash,155.0,30
701,Flubadub Gansett Porter (all-grain),AMERICAN PORTER,PORTER,2018.0,2,Main mash,155.0,30
701,Flubadub Gansett Porter (all-grain),AMERICAN PORTER,PORTER,2018.0,3,Mash out,167.0,0
702,Kein Bier Light Lager,AMERICAN LAGER,LAGER,2018.0,1,Infusion,148.0,60
703,What The Helles!,HELLES,OTHER,2018.0,1,Protein Rest,122.0,30
703,What The Helles!,HELLES,OTHER,2018.0,2,Saccharification Rest,154.0,30
704,7k Czech Pale Lager,HELLES,OTHER,2018.0,1,,152.0,60
705,Chris & Ryan’s Oktoberfest,AMBER LAGER,LAGER,2018.0,1,Mash,152.0,90
705,Chris & Ryan’s Oktoberfest,AMBER LAGER,LAGER,2018.0,2,Mash Raise & Sparge,168.0,60
706,Darkness Imprisoning Me Lager,DARK LAGER,LAGER,2018.0,1,Mash,148.0,60
706,Darkness Imprisoning Me Lager,DARK LAGER,LAGER,2018.0,2,Mash Out,168.0,10
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,1,Mash at 125\u00b0F,125.0,15
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,2,Decoction step,155.0,15
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,3,Decoction boil,155.0,15
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,4,Main mash raise,155.0,45
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,5,Second decoction boil,168.0,15
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,6,Hold mash,168.0,10
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,7,Mash out,170.0,10
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,1,In mash,105.0,0
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,2,Ferulic acid rest,112.0,10
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,3,Protein rest,126.0,10
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,4,Saccharification rest,149.0,5
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,5,Decoction process,158.0,20
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,6,Decoction boil,158.0,10
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,7,Final mash,169.0,10
709,Now That’s A Knife Australian Sparking Ale,GOLDEN ALE,OTHER,2018.0,1,Mash,148.0,45
709,Now That’s A Knife Australian Sparking Ale,GOLDEN ALE,OTHER,2018.0,2,Ramp to Mash Out,165.0,15
710,Scarlett O’Hara Irish Red Ale,AMBER ALE,AMBER_ALE,2018.0,1,Primary Mash,152.0,75
710,Scarlett O’Hara Irish Red Ale,AMBER ALE,AMBER_ALE,2018.0,2,Sparge,168.0,15
711,Lee’s American Pale Ale,AMERICAN PALE ALE,IPA,2018.0,1,Mash,155.0,45
712,Cookie Dough Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2018.0,1,,149.0,60
713,Cat Scratch Cali,Foreign / Tropical Stout,STOUT,2018.0,1,Mash,152.0,60
713,Cat Scratch Cali,Foreign / Tropical Stout,STOUT,2018.0,2,Mash Out,168.0,10
714,Hop Burst IPA,AMERICAN IPA,IPA,2018.0,1,Mash,145.0,60
714,Hop Burst IPA,AMERICAN IPA,IPA,2018.0,2,Mash Out,168.0,5
715,Star Maker Imperial Stout,IMPERIAL STOUT,STOUT,2018.0,1,Mash,155.0,60
715,Star Maker Imperial Stout,IMPERIAL STOUT,STOUT,2018.0,2,Mashout,168.0,10
716,Mendel’s Monster Double IPA,IMPERIAL / DOUBLE IPA,IPA,2018.0,1,Mash Rest,148.0,90
717,Abbey Saison,BELGIAN ALE,BELGIAN,2018.0,1,FAN rest,122.0,15
717,Abbey Saison,BELGIAN ALE,BELGIAN,2018.0,2,Protein rest,135.0,15
717,Abbey Saison,BELGIAN ALE,BELGIAN,2018.0,3,Beta rest,145.0,30
717,Abbey Saison,BELGIAN ALE,BELGIAN,2018.0,4,Alpha rest,158.0,30
717,Abbey Saison,BELGIAN ALE,BELGIAN,2018.0,5,Mashout,170.0,15
718,Neu Haus Belgian Dark Strong Ale,BELGIAN ALE,BELGIAN,2018.0,1,Mash,150.0,60
719,Cherry Weisse,BERLINER WEISSE,SOUR,2018.0,1,Mash,148.0,75
720,Smoked Helles,HELLES,OTHER,2018.0,1,Mash at 149\u00b0F,149.0,30
720,Smoked Helles,HELLES,OTHER,2018.0,2,First decoction boil,149.0,10
720,Smoked Helles,HELLES,OTHER,2018.0,3,Raise to 155\u00b0F,155.0,15
720,Smoked Helles,HELLES,OTHER,2018.0,4,Second decoction boil,155.0,15
720,Smoked Helles,HELLES,OTHER,2018.0,5,Raise to 170\u00b0F mashout,170.0,0
721,BlytheStone Light Cream Ale,Cream Ale,BLONDE_PALE,2018.0,1,Mash,152.0,60
722,Ryan’s Pale Lager,HELLES,OTHER,2018.0,1,Mash at 144\u00b0F,144.0,60
722,Ryan’s Pale Lager,HELLES,OTHER,2018.0,2,Decoction boil,158.0,20
722,Ryan’s Pale Lager,HELLES,OTHER,2018.0,3,Main mash,158.0,0
723,Robert’s German Pils,GERMAN PILSNER,LAGER,2018.0,1,first mash,144.0,30
723,Robert’s German Pils,GERMAN PILSNER,LAGER,2018.0,2,second mash,158.0,30
723,Robert’s German Pils,GERMAN PILSNER,LAGER,2018.0,3,mash out,170.0,20
724,Don’t Mess With Snickers Vienna Lager,AMBER LAGER,LAGER,2018.0,1,Mash,151.0,60
725,Jonathan’s Schwarzbier,DARK LAGER,LAGER,2018.0,1,Protein Rest,135.0,30
725,Jonathan’s Schwarzbier,DARK LAGER,LAGER,2018.0,2,Saccharification,150.0,45
725,Jonathan’s Schwarzbier,DARK LAGER,LAGER,2018.0,3,Mash Out,169.0,20
726,HBock Helles Bock,BOCK,LAGER,2018.0,1,Mash,150.0,60
726,HBock Helles Bock,BOCK,LAGER,2018.0,2,Mash Out,168.0,10
727,The Bizarro Jerry Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,1,Decoction,160.0,15
727,The Bizarro Jerry Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,2,Main mash hold,148.0,15
727,The Bizarro Jerry Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,3,Decoction add back and heat,158.0,25
