"title","style","year","url","original_category","final_category","medal","batch_size_gal","og","fg","abv_pct","ibu","srm","efficiency_pct","malts_json","hops_json","yeast_json","adjuncts_json","num_malts","num_hops","num_adjuncts","mash_type","mash_steps_json","num_mash_steps","boil_time_min","fermentation_stages_json","num_fermentation_stages","water_description","water_Ca_ppm","water_Mg_ppm","water_Na_ppm","water_Cl_ppm","water_SO4_ppm","water_HCO3_ppm","water_salt_additions_json","water_volume_gal","extract_version"
"Psychedelic Weisse (Berliner Weisse with Dragon Fruit and Guava)","BERLINER WEISSE","2017.0","https://www.homebrewersassociation.org/homebrew-recipe/psychedelic-weisse-berliner-weisse-dragon-fruit-guava/","['Extract', 'All-Grain', 'Ale']","Beer","No Medal","5.5","1.032","1.008","3.1","3.0","2.5","70.0","[{""name"": ""Continental Pilsner malt"", ""amount"": 3.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""wheat malt"", ""amount"": 3.5, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Hallertauer Mittelfr\\u00fch"", ""amount"": 12.0, ""unit"": ""g"", ""alpha_acid_pct"": 4.0, ""time_min"": 15, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Ale yeast (unspecified)"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""guava"", ""amount"": 2.65, ""unit"": ""lb"", ""category"": ""fruit"", ""timing"": ""secondary"", ""purpose"": ""flavor"", ""notes"": null}, {""item"": ""dragon fruit"", ""amount"": 2.65, ""unit"": ""lb"", ""category"": ""fruit"", ""timing"": ""secondary"", ""purpose"": ""flavor"", ""notes"": null}, {""item"": ""lactobacillus (plantarum or brevis)"", ""amount"": null, ""unit"": null, ""category"": ""bacteria"", ""timing"": ""fermentation"", ""purpose"": ""souring"", ""notes"": null}]","2","1","3","Mash Steps","[{""name"": ""Mash Step 1"", ""temp_F"": 131.0, ""time_min"": 10}, {""name"": ""Mash Step 2"", ""temp_F"": 150.0, ""time_min"": 60}, {""name"": ""Mash Out"", ""temp_F"": 172.0, ""time_min"": 10}]","3","15.0","[{""stage"": ""Souring"", ""start_temp_F"": 97.0, ""end_temp_F"": 97.0, ""duration_days"": 1, ""ramp_per_day_F"": null}, {""stage"": ""Main fermentation"", ""start_temp_F"": 64.0, ""end_temp_F"": 66.0, ""duration_days"": 14, ""ramp_per_day_F"": null}, {""stage"": ""Fruit addition"", ""start_temp_F"": 66.0, ""end_temp_F"": 74.0, ""duration_days"": 7, ""ramp_per_day_F"": null}, {""stage"": ""Cold crash"", ""start_temp_F"": 32.0, ""end_temp_F"": 32.0, ""duration_days"": 7, ""ramp_per_day_F"": null}]","4","","","","","","","","[]","","Substitute 2.5 lb of Pilsner malt extract syrup for the Pilsner malt and 2.5 lb wheat malt extract syrup for the wheat malt. Dissolve extracts in water and proceed as with grain mash."
"American IPA con Pomelo Rosado (Pink Grapefruit American IPA)","AMERICAN IPA","2017.0","https://www.homebrewersassociation.org/homebrew-recipe/american-ipa-con-pomelo-rosado-pink-grapefruit-american-ipa/","['Extract', 'All-Grain', 'Ale']","Beer","No Medal","5.3","1.062","1.01","7.0","42.0","5.0","80.0","[{""name"": ""Pilsner malt"", ""amount"": 5.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""pale ale malt"", ""amount"": 4.4, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Zeus"", ""amount"": 0.17, ""unit"": ""oz"", ""alpha_acid_pct"": 13.3, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Simcoe"", ""amount"": 0.92, ""unit"": ""oz"", ""alpha_acid_pct"": 15.0, ""time_min"": 60, ""usage"": ""hop stand"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Bravo"", ""amount"": 0.18, ""unit"": ""oz"", ""alpha_acid_pct"": 15.0, ""time_min"": 60, ""usage"": ""hop stand"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Zeus"", ""amount"": 1.06, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Cascade"", ""amount"": 0.7, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Simcoe"", ""amount"": 0.7, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Bravo"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Calypso"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""American ale yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""Servomyces"", ""amount"": 0.2, ""unit"": ""g"", ""category"": ""processing_aid"", ""timing"": ""5 min"", ""purpose"": null, ""notes"": null}, {""item"": ""grapefruit pulp"", ""amount"": 350.0, ""unit"": ""g"", ""category"": ""fruit"", ""timing"": ""post-secondary"", ""purpose"": ""flavor"", ""notes"": ""prepare by removing skin and seeds, freeze, then pasteurize in water at 70\\u201375\\u00b0C for 15-20 min""}]","2","8","2","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 150.0, ""time_min"": 90}]","1","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 66.0, ""end_temp_F"": 66.0, ""duration_days"": 3, ""ramp_per_day_F"": null}, {""stage"": ""Fermentation temp increase"", ""start_temp_F"": 66.0, ""end_temp_F"": 74.0, ""duration_days"": 2, ""ramp_per_day_F"": 4.0}]","2","","","","","","","","","","Substitute 4.75 lb. (2.15kg) of Pilsner malt extract syrup for the Pilsner malt and 3.75 lb. (1.7 kg) pale malt extract syrup for the pale malt. Add 8 oz. (227 g) dextrose. Dissolve extracts and sugar in reverse osmosis or distilled water to desired boil volume and proceed as above."
"Barley Phillip Irish Red","AMBER ALE","2018.0","https://www.homebrewersassociation.org/homebrew-recipe/barley-phillip-irish-red/","['Extract', 'All-Grain', 'Ale']","Beer","No Medal","5.5","1.047","1.009","5.0","20.0","13.0","","[{""name"": ""Maris Otter pale malt"", ""amount"": 8.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""flaked maize"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""500\\u00b0 L roast barley"", ""amount"": 4.0, ""unit"": ""oz"", ""color_L"": 113.0}]","[{""name"": ""East Kent Goldings"", ""amount"": 1.25, ""unit"": ""oz"", ""alpha_acid_pct"": 5.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""WLP039 Nottingham ale yeast"", ""brand"": ""White Labs"", ""product_code"": ""WLP039"", ""starter_volume_L"": 2.0}","[]","3","1","0","Single Infusion","[{""name"": ""Mash at 148\\u00b0F"", ""temp_F"": 148.0, ""time_min"": 60}, {""name"": ""Ramp to 168\\u00b0F over 20 minutes"", ""temp_F"": 168.0, ""time_min"": 20}, {""name"": ""Hold at 168\\u00b0F for 10 minutes"", ""temp_F"": 168.0, ""time_min"": 10}]","3","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 65.0, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": 60.0, ""end_temp_F"": 61.0, ""duration_days"": 14, ""ramp_per_day_F"": null}]","2","add 1 g/gal calcium chloride to reverse osmosis or distilled water","","","","","","","[{""salt_type"": ""CaCl2"", ""amount"": 1.0, ""unit"": ""g"", ""notes"": ""per gallon""}]","","Extract Version"
"Terre au Verre","BELGIAN ALE","2018.0","https://www.homebrewersassociation.org/homebrew-recipe/terre-au-verre/","['Extract', 'Ale']","Beer","No Medal","5.0","1.048","1.008","5.2","14.0","","72.0","[{""name"": ""pale malt"", ""amount"": 3.27, ""unit"": ""kg"", ""color_L"": null}, {""name"": ""Carafoam malt"", ""amount"": 283.0, ""unit"": ""g"", ""color_L"": null}, {""name"": ""wildflower honey"", ""amount"": 454.0, ""unit"": ""g"", ""color_L"": null}]","[{""name"": ""Chinook"", ""amount"": 9.0, ""unit"": ""g"", ""alpha_acid_pct"": null, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""WLP568 Belgian Style Saison Ale Yeast Blend"", ""brand"": ""White Labs"", ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""lavender stems"", ""amount"": 3.0, ""unit"": ""stems"", ""category"": ""spice"", ""timing"": ""60 min"", ""purpose"": null, ""notes"": null}, {""item"": ""lemon verbena"", ""amount"": 14.0, ""unit"": ""g"", ""category"": ""spice"", ""timing"": ""0 min"", ""purpose"": null, ""notes"": null}]","3","1","2","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 150.0, ""time_min"": 60}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 70.0, ""end_temp_F"": 80.0, ""duration_days"": 3, ""ramp_per_day_F"": null}]","1","","","","","","","","","","Replace malts with 5.5 lb. (2.5 kg) extra light malt extract syrup or 4.5 lb. (2 kg) dried malt extract, then proceed with the boil as above."
"Pirate of the Baltic Porter","Baltic Porter","2012.0","https://www.homebrewersassociation.org/homebrew-recipe/pirate-baltic-porter/","['Extract', 'Ale']","Beer","No Medal","5.0","1.1","1.022","10.2","42.0","","75.0","[{""name"": ""Pilsner malt"", ""amount"": 12.2, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""rye malt"", ""amount"": 4.7, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""crystal 120\\u00b0L"", ""amount"": 0.75, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""chocolate malt"", ""amount"": 0.75, ""unit"": ""lb"", ""color_L"": 450.0}, {""name"": ""black malt"", ""amount"": 0.37, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Fuggle"", ""amount"": 2.0, ""unit"": ""oz"", ""alpha_acid_pct"": 5.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Serebrianka*"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 3.5, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": ""If Serebrianka unavailable, substitute Saaz""}]","{""name"": ""."", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[]","5","2","0","Single Infusion","[{""name"": null, ""temp_F"": 149.0, ""time_min"": 60}]","1","","[{""stage"": ""Primary"", ""start_temp_F"": 64.0, ""end_temp_F"": null, ""duration_days"": 10, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": 64.0, ""end_temp_F"": null, ""duration_days"": 42, ""ramp_per_day_F"": null}]","2","","","","","","","","","","Substitute 10 lb. (454 g) light dry extract for the Pils and rye malts and steep the remaining grains for 30 minutes at 150°F (66°C). The lack of rye malt will affect the texture somewhat."
"Cherry Dubbel","BELGIAN ALE","2007.0","https://www.homebrewersassociation.org/homebrew-recipe/cherry-dubbel/","['Extract', 'Ale']","Beer","No Medal","5.0","1.078","","","16.0","24.0","","[{""name"": ""liquid light malt extract"", ""amount"": 3.3, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""liquid amber malt extract"", ""amount"": 3.3, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Munich malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Pilsner malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Aromatic malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Fuggle hops"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 5.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""WLP500 Trappist Ale Yeast"", ""brand"": ""White Labs"", ""product_code"": ""WLP500"", ""starter_volume_L"": null}","[{""item"": ""Belgian dark candi syrup"", ""amount"": 12.0, ""unit"": ""fl. oz."", ""category"": ""sugar"", ""timing"": ""last 10 minutes of boil"", ""purpose"": null, ""notes"": null}, {""item"": ""Traverse City Cherry Juice concentrate"", ""amount"": 12.0, ""unit"": ""fl. oz."", ""category"": ""fruit"", ""timing"": ""after the third or fourth day of fermentation"", ""purpose"": ""tartness and flavor"", ""notes"": null}]","5","1","2","Mini-mash","[{""name"": ""Initial Mash"", ""temp_F"": 150.0, ""time_min"": 30}, {""name"": ""Mash rest"", ""temp_F"": 155.0, ""time_min"": 30}]","2","60.0","[{""stage"": ""Primary"", ""start_temp_F"": null, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
"Sparrow Hawk Porter","BALTIC PORTER","2013.0","https://www.homebrewersassociation.org/homebrew-recipe/sparrow-hawk-porter/","['Extract', 'Ale']","Beer","NHC GOLD","5.0","1.06","1.016","5.8","38.0","50.0","","[{""name"": ""German or light/amber malt extract syrup"", ""amount"": 4.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""plain dark malt extract syrup"", ""amount"": 3.3, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""black malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Northern Brewer"", ""amount"": 1.5, ""unit"": ""oz"", ""alpha_acid_pct"": 13.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Tettnang or Santiam"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 10, ""usage"": ""last 10 min of boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""American Ale yeast or White Labs Cry Havoc yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""Irish moss"", ""amount"": 0.25, ""unit"": ""tsp"", ""category"": ""processing_aid"", ""timing"": ""last 10 min of boil"", ""purpose"": null, ""notes"": null}, {""item"": ""corn sugar or dried malt extract (for bottling)"", ""amount"": 0.75, ""unit"": ""cup"", ""category"": ""sugar"", ""timing"": ""bottling"", ""purpose"": ""priming"", ""notes"": null}]","3","2","2","","[]","0","60.0","[]","0","","","","","","","","","",""
"Höfter’s Blanc Pale Ale","AMERICAN PALE ALE","2017.0","https://www.homebrewersassociation.org/homebrew-recipe/hofters-blanc-pale-ale/","['Extract', 'Ale']","Beer","NHC GOLD","5.0","1.052","1.01","5.4","","4.0","60.0","[{""name"": ""German Pilsner malt"", ""amount"": 7.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""pale ale malt"", ""amount"": 2.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""white wheat malt"", ""amount"": 1.25, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Hallertau Blanc"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""FWH"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau Blanc"", ""amount"": 0.25, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau Blanc"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau Blanc"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 5, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau Blanc"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau Blanc"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 4320, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Safale US-05"", ""brand"": ""Fermentis"", ""product_code"": ""US-05"", ""starter_volume_L"": null}","[]","3","6","0","Step Mash","[{""name"": ""Initial Rest"", ""temp_F"": 145.0, ""time_min"": 20}, {""name"": ""Step-up to 155\\u00b0F"", ""temp_F"": 155.0, ""time_min"": 40}]","2","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 65.0, ""end_temp_F"": null, ""duration_days"": 6, ""ramp_per_day_F"": null}]","1","Soft water used for infusion mash","","","","","","","[{""salt_type"": ""gypsum"", ""amount"": 3.0, ""unit"": ""g"", ""notes"": null}, {""salt_type"": ""calcium chloride"", ""amount"": 2.0, ""unit"": ""g"", ""notes"": null}]","4.0","Substitute 5 lb. Pilsner and 2 lb. wheat malt extract for the grain malts. Dissolve in warm reverse osmosis water and proceed as above."
"Boeing Smoked Apple Lager (extract)","AMBER LAGER","2017.0","https://www.homebrewersassociation.org/homebrew-recipe/boeing-smoked-apple-lager-extract/","['Extract']","Beer","No Medal","5.25","1.06","1.014","5.8","22.0","13.0","","[{""name"": ""amber malt extract syrup"", ""amount"": 8.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""dried amber malt extract"", ""amount"": 6.8, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""apples"", ""amount"": 4.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""German Hersbrucker-Hallertau"", ""amount"": 1.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Crystal pellets"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 20, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Crystal pellets"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Oktoberfest/M\\u00e4rzen lager yeast or White Labs Cry Havoc yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""Irish moss powder"", ""amount"": 0.25, ""unit"": ""tsp"", ""category"": ""processing_aid"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""corn sugar"", ""amount"": 0.75, ""unit"": ""cup"", ""category"": ""sugar"", ""timing"": ""bottling"", ""purpose"": null, ""notes"": null}, {""item"": ""dried malt extract"", ""amount"": 1.25, ""unit"": ""cup"", ""category"": ""sugar"", ""timing"": ""bottling"", ""purpose"": null, ""notes"": null}]","3","3","3","","[]","0","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 70.0, ""end_temp_F"": 70.0, ""duration_days"": 7, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": 55.0, ""end_temp_F"": 55.0, ""duration_days"": 14, ""ramp_per_day_F"": null}, {""stage"": ""Lager"", ""start_temp_F"": 35.0, ""end_temp_F"": 45.0, ""duration_days"": 21, ""ramp_per_day_F"": null}]","3","","","","","","","","","",""
"Squeeze the Day","FRUITED SOUR","2017.0","https://www.homebrewersassociation.org/homebrew-recipe/squeeze-the-day/","['Extract', 'Ale']","Beer","No Medal","5.0","1.05","1.012","5.0","","15.0","74.0","[{""name"": ""pale 2-row malt"", ""amount"": 10.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""flaked oats"", ""amount"": 4.0, ""unit"": ""oz"", ""color_L"": null}]","[{""name"": ""Amarillo pellets"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 15, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Galaxy pellets"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""flameout"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Citra pellets"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": 0, ""usage"": ""dry hop"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": 7, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Safale US-05"", ""brand"": ""Fermentis"", ""product_code"": ""US-05"", ""starter_volume_L"": null}","[{""item"": ""probiotic powder or yogurt"", ""amount"": 10.0, ""unit"": ""g"", ""category"": ""processing_aid"", ""timing"": ""kettle sour"", ""purpose"": ""sour wort"", ""notes"": null}, {""item"": ""fresh lemon zest"", ""amount"": 8.5, ""unit"": ""g"", ""category"": ""fruit"", ""timing"": ""dry hop 7 days"", ""purpose"": ""flavor"", ""notes"": null}, {""item"": ""fresh orange zest"", ""amount"": 25.0, ""unit"": ""g"", ""category"": ""fruit"", ""timing"": ""dry hop 7 days"", ""purpose"": ""flavor"", ""notes"": null}, {""item"": ""fresh grapefruit zest"", ""amount"": 15.0, ""unit"": ""g"", ""category"": ""fruit"", ""timing"": ""dry hop 7 days"", ""purpose"": ""flavor"", ""notes"": null}, {""item"": ""fresh tangerine zest"", ""amount"": 5.0, ""unit"": ""g"", ""category"": ""fruit"", ""timing"": ""dry hop 7 days"", ""purpose"": ""flavor"", ""notes"": null}]","2","3","5","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 154.0, ""time_min"": 60}]","1","","[{""stage"": ""Primary"", ""start_temp_F"": null, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
