,style,beer_name,final_results,url,category
70,SAISON,She Fancies Herself a Litte Bit French,"['ABV: 9.3%', 'IBU: 30', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/she-fancies-herself-a-litte-bit-french/,Winning-Medal
71,FRUIT BEER,Lou Pep Pep Wild Beer with Peaches,"['ABV: 5.8%', 'IBU: 32', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/lou-pep-pep-wild-beer-with-peaches/,Winning-Medal
72,WOOD-AGED BEER,Eis Eis Baby Wood-Aged Beer,"['ABV: 11%', 'IBU: 29', 'SRM: 14']",https://www.homebrewersassociation.org/homebrew-recipe/eis-eis-baby-wood-aged-beer/,Winning-Medal
73,SMOKE BEER,Lichten My Hiney Lichtenhainer,"['ABV: 4.5%', 'OG: 1.048 (11.9°P)', 'FG: 1.014 (3.6°P)']",https://www.homebrewersassociation.org/homebrew-recipe/lichten-my-hiney-lichtenhainer/,Winning-Medal
74,WINTER WARMER,"Sterling, Cooper, Draper, Santa (Winter Seasonal)","['ABV: 9.3%', 'OG: 1.090 (21.6°P)', 'FG: 1.025 (6.3°P)']",https://www.homebrewersassociation.org/homebrew-recipe/sterling-cooper-draper-santa-winter-seasonal/,Winning-Medal
75,SPICE & HERB BEER,Chipotle Lichtenhainer,"['ABV: 4.5%', 'IBU: 5', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/chipotle-lichtenhainer/,Winning-Medal
76,FRUIT BEER,Andanzas – Sangue de Dragão Fruit Beer,"['ABV: 5.6%', 'IBU: 7', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/andanzas-sangue-de-dragao-sour/,Winning-Medal
77,GOSE,Adventure Time Gose,"['ABV: 5.1%', 'IBU: 10', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/adventure-time-gose/,Winning-Medal
78,BELGIAN GOLDEN STRONG ALE,Concrete Bicycle Belgian Golden Strong Ale,"['ABV: 9.8%', 'IBU: 26', 'SRM: 8']",https://www.homebrewersassociation.org/homebrew-recipe/concrete-bicycle-belgian-golden-strong-ale/,Winning-Medal
79,SAISON,Arcane Alchemy Saison,"['ABV: 4.3%', 'IBU: 45', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/arcan-alchemy-saison/,Winning-Medal
80,IMPERIAL STOUT,Polk County Stout,"['ABV: 13.5%', 'IBU: 20', 'SRM: 21']",https://www.homebrewersassociation.org/homebrew-recipe/polk-county-stout/,Winning-Medal
81,BARLEYWINE,Seventh Coalition English Barley Wine,"['ABV: 11.9%', 'IBU: 49', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/seventh-coalition-english-barley-wine/,Winning-Medal
82,BOCK,T-Bock,"['ABV: 7%', 'IBU: 20', 'SRM: 21']",https://www.homebrewersassociation.org/homebrew-recipe/t-bock/,Winning-Medal
83,WHEAT & RYE BEER,Contrived Spontaneity Wheatwine,"['ABV: 9.9%', 'IBU: 46', 'SRM: 17']",https://www.homebrewersassociation.org/homebrew-recipe/contrived-spontaneity-wheatwine/,Winning-Medal
84,HAZY / NEW ENGLAND IPA,Hanella Hazy IPA,"['ABV: 6.7%', 'SRM: 5', 'OG: 1.061 (15°P)']",https://www.homebrewersassociation.org/homebrew-recipe/hanella-hazy-ipa/,Winning-Medal
85,SPECIALTY IPA,Go Bigger IPA,"['ABV: 8.7%', 'IBU: 80', 'SRM: 49']",https://www.homebrewersassociation.org/homebrew-recipe/go-bigger-ipa/,Winning-Medal
86,AMERICAN IPA,NELSON! American IPA,"['ABV: 7%', 'IBU: 80', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/nelson-american-ipa/,Winning-Medal
87,AMERICAN PORTER,KAW Porter,"['ABV: 6.4%', 'IBU: 29', 'SRM: 46']",https://www.homebrewersassociation.org/homebrew-recipe/kaw-porter/,Winning-Medal
88,IRISH STOUT,Paul’s Irish Extra Stout,"['ABV: 6%', 'IBU: 36', 'SRM: 35']",https://www.homebrewersassociation.org/homebrew-recipe/pauls-irish-extra-stout/,Winning-Medal
89,SWEET / MILK STOUT,West Michigan Milk Stout,"['ABV: 4.2%', 'IBU: 35', 'SRM: 38']",https://www.homebrewersassociation.org/homebrew-recipe/west-michigan-milk-stout/,Winning-Medal
90,ENGLISH PORTER,Connection English Porter,"['ABV: 4.6%', 'SRM: 24', 'OG: 1.053 (13.1°P)']",https://www.homebrewersassociation.org/homebrew-recipe/connection-english-porter/,Winning-Medal
91,AMERICAN AMBER ALE,Sunset DayDreamer American Amber Ale,"['ABV: 5.9%', 'IBU: 30', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/sunset-daydreamer-american-amber-ale/,Winning-Medal
92,AMERICAN PALE ALE,Little Moonfinder American Pale Ale,"['ABV: 5.9%', 'IBU: 75.4', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/little-moonfinder-american-pale-ale/,Winning-Medal
93,SCOTTISH ALE,Stand Sure Scottish Export,"['ABV: 6.5%', 'IBU: 22', 'SRM: 17']",https://www.homebrewersassociation.org/homebrew-recipe/stand-sure-scottish-export/,Winning-Medal
94,PALE ALE,Herbal Joe’s Best Bitter,"['ABV: 4.3%', 'IBU: 45', 'SRM: 11']",https://www.homebrewersassociation.org/homebrew-recipe/herbal-joes-best-bitter-2/,Winning-Medal
95,WHEAT & RYE BEER,Oak City Weissbier,"['ABV: 6.1%', 'IBU: 12', 'SRM: 5l5']",https://www.homebrewersassociation.org/homebrew-recipe/oak-city-weissbier/,Winning-Medal
96,WHEAT & RYE BEER,American Beauty Wheat Beer,"['ABV: 6.8%', 'IBU: 24', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/american-beauty-wheat-beer/,Winning-Medal
97,DARK LAGER,Czech Josef Dark Lager,"['ABV: 5.6%', 'IBU: 21', 'SRM: 19']",https://www.homebrewersassociation.org/homebrew-recipe/czech-josef-dark-lager/,Winning-Medal
98,AMBER LAGER,Belly Spots Kellerbier,"['ABV: 5.2%', 'IBU: 30', 'SRM: 9']",https://www.homebrewersassociation.org/homebrew-recipe/belly-spots-kellerbier/,Winning-Medal
99,PALE LAGER,Keith’s German Blonde,"['ABV: 5.8%', 'IBU: 20', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/keiths-german-blonde/,Winning-Medal
100,PILSNER,Sweet As John Quincy Pilsner,"['ABV: 5.5%', 'IBU: 36', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/sweet-as-john-quincy-pilsner/,Winning-Medal
101,PALE LAGER,Carmelo’s German Leichtbier,"['ABV: 4.5%', 'IBU: 20', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/carmelos-german-leichtbier/,Winning-Medal
102,WINTER WARMER,Sleep Now in the Fire Winter Seasonal,"['ABV: 9.40%', 'IBU: 50', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/sleep-now-in-the-fire-winter-seasonal/,Winning-Medal
103,SPECIALTY CIDER & PERRY,California-style Fire Cider/Cidre de Feu,"['ABV: 11%', 'OG: 1.16', 'FG: 1.077']",https://www.homebrewersassociation.org/homebrew-recipe/california-style-fire-cider-cidre-de-feu/,Winning-Medal
104,NEW WORLD CIDER,PrimeTime Perry,"['ABV: 6.60%', 'OG: 1.054', 'FG: 1.004']",https://www.homebrewersassociation.org/homebrew-recipe/primetime-perry/,Winning-Medal
105,HISTORICAL MEAD,Dwójniak Figa Mead,"['ABV: 16.30%', 'OG: 1.209', 'FG: 1.041']",https://www.homebrewersassociation.org/homebrew-recipe/dwojniak-figa-mead/,Winning-Medal
106,FRUIT MEAD,Ode to Repas Fruit & Spice Mead,"['ABV: 13.50%', 'OG: 1.104', 'FG: 1.002']",https://www.homebrewersassociation.org/homebrew-recipe/ode-to-repas-fruit-spice-mead/,Winning-Medal
107,STONE FRUIT MEAD,Michigan U-Pick: Montmorency Vs. Balaton Stone Fruit Mead,"['OG: 1.178', 'FG: 1.082']",https://www.homebrewersassociation.org/homebrew-recipe/michigan-u-pick-montmorency-vs-balaton-stone-fruit-mead/,Winning-Medal
108,DRY MEAD,Leatherwood Dry Mead,"['ABV: 14%', 'SRM: 3', 'OG: 1.13']",https://www.homebrewersassociation.org/homebrew-recipe/leatherwood-dry-mead/,Winning-Medal
109,WHEAT & RYE BEER,King of the Nubtars Imperial White Ale,"['ABV: 7.80%', 'IBU: 20', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/king-of-the-nubtars-imperial-white-ale/,Winning-Medal
110,WILD ALE,Pew! Pew! Wild Ale,"['ABV: 5.60%', 'IBU: 4', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/pew-pew-wild-ale/,Winning-Medal
111,WOOD-AGED BEER,Three Witches Wood-Aged Beer,"['ABV: 9.60%', 'IBU: 29', 'SRM: 17']",https://www.homebrewersassociation.org/homebrew-recipe/three-witches-wood-aged-beer/,Winning-Medal
112,SMOKE BEER,Lagerfeuer Smoke Beer,"['ABV: 5.40%', 'IBU: 19', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/lagerfeuer-smoke-beer/,Winning-Medal
113,SPICE & HERB BEER,Serrano Pale Ale,"['ABV: 6%', 'IBU: 44', 'SRM: 8']",https://www.homebrewersassociation.org/homebrew-recipe/serrano-pale-ale/,Winning-Medal
114,FRUIT BEER,Pinot Grigio Oenobeer: Italian Grape Ale,"['ABV: 9.20%', 'IBU: 12', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/pinot-grigio-oenobeer-italian-grape-ale/,Winning-Medal
115,GUEUZE,Blue Gueuze,"['ABV: 5.30%', 'IBU: 20', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/blue-gueuze/,Winning-Medal
116,BELGIAN DARK STRONG ALE,Kraken Belgian Dark Strong Ale,"['ABV: 11.60%', 'IBU: 28', 'SRM: 25']",https://www.homebrewersassociation.org/homebrew-recipe/kraken-belgian-dark-strong-ale/,Winning-Medal
117,WITBIER,Listen to the Lion Witbier,"['ABV: 5.40%', 'IBU: 14', 'FG: 1.011']",https://www.homebrewersassociation.org/homebrew-recipe/listen-to-the-lion-witbier/,Winning-Medal
118,SAISON,Mark’s Saison,"['ABV: 6.60%', 'IBU: 26', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/marks-saison/,Winning-Medal
119,IMPERIAL STOUT,Mandy & Wesley’s Imperial Stout,"['ABV: 10%', 'IBU: 66', 'SRM: 44']",https://www.homebrewersassociation.org/homebrew-recipe/mandy-wesleys-imperial-stout/,Winning-Medal
120,BARLEYWINE,Granny’s Tipple English Barleywine,"['ABV: 10%', 'IBU: 54', 'SRM: 23']",https://www.homebrewersassociation.org/homebrew-recipe/grannys-tipple-english-barleywine/,Winning-Medal
121,EISBOCK,Googly Eis Eisbock,"['ABV: 10%', 'IBU: 23', 'SRM: 23']",https://www.homebrewersassociation.org/homebrew-recipe/googly-eis-eisbock/,Winning-Medal
122,BARLEYWINE,Fubarleywine,"['ABV: 11.40%', 'IBU: 100', 'SRM: 11']",https://www.homebrewersassociation.org/homebrew-recipe/fubarleywine/,Winning-Medal
123,HAZY / NEW ENGLAND IPA,Big O! New England IPA,"['ABV: 6.20%', 'IBU: 87', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/big-o-new-england-ipa/,Winning-Medal
124,SPECIALTY IPA,Forgiveness Machine White IPA,"['ABV: 5.40%', 'IBU: 42', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/forgiveness-machine-white-ipa/,Winning-Medal
125,AMERICAN IPA,Old Mission IPA,"['ABV: 7.10%', 'IBU: 80', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/old-mission-ipa/,Winning-Medal
126,AMERICAN PORTER,Sable Porter,"['ABV: 6.40%', 'IBU: 37', 'SRM: 39']",https://www.homebrewersassociation.org/homebrew-recipe/sable-porter/,Winning-Medal
127,IRISH STOUT,Deep Focus Irish Stout,"['ABV: 4.30%', 'IBU: 33', 'SRM: 34']",https://www.homebrewersassociation.org/homebrew-recipe/deep-focus-irish-stout/,Winning-Medal
128,FOREIGN / TROPICAL STOUT,Herbal Joe’s Tropical Stout,"['ABV: 11%', 'IBU: 67', 'SRM: 57']",https://www.homebrewersassociation.org/homebrew-recipe/herbal-joes-tropical-stout/,Winning-Medal
129,ENGLISH PORTER,Chocolate Macadamia Nut Porter,"['ABV: 5.90%', 'IBU: 35', 'SRM: 30']",https://www.homebrewersassociation.org/homebrew-recipe/chocolate-macadamia-nut-porter/,Winning-Medal
130,AMERICAN BROWN ALE,Tall Tines Brown Ale,"['ABV: 6.20%', 'IBU: 33', 'SRM: 32']",https://www.homebrewersassociation.org/homebrew-recipe/tall-tines-brown-ale/,Winning-Medal
131,AMERICAN PALE ALE,You and the Hops You Rode In On Pale Ale,"['ABV: 6%', 'IBU: 46', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/you-and-the-hops-you-rode-in-on-pale-ale/,Winning-Medal
132,SCOTTISH ALE,Beam Me Up Scotty Scottish Export,"['ABV: 6%', 'IBU: 17', 'SRM: 16']",https://www.homebrewersassociation.org/homebrew-recipe/beam-me-up-scotty-scottish-export/,Winning-Medal
133,ENGLISH BITTER,Herbal Joe’s Best Bitter,"['ABV: 3.70%', 'IBU: 45', 'SRM: 11']",https://www.homebrewersassociation.org/homebrew-recipe/herbal-joes-best-bitter/,Winning-Medal
134,HEFEWEIZEN,Jeff The Hefe Weissbier,"['ABV: 4.70%', 'IBU: 12', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/jeff-the-hefe-weissbier/,Winning-Medal
135,AMERICAN WHEAT,Willow Run Wheat Beer,"['ABV: 4.80%', 'IBU: 19', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/willow-run-wheat-beer/,Winning-Medal
136,DARK LAGER,Temny Czech Dark Lager,"['ABV: 5.40%', 'IBU: 29', 'SRM: 29']",https://www.homebrewersassociation.org/homebrew-recipe/temny-czech-dark-lager/,Winning-Medal
137,,Helles This,"['ABV: 5.30%', 'IBU: 19', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/helles-this/,Winning-Medal
138,CZECH / BOHO PILS,Tougher than the Sun Pale Lager,"['ABV: 5.30%', 'IBU: 35', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/tougher-than-the-sun-pale-lager/,Winning-Medal
139,HELLES,Rombergpark German Helles Exportbier,"['ABV: 5.40%', 'IBU: 25', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/rombergpark-german-helles-exportbier/,Winning-Medal
140,AMERICAN LAGER,Canoe-Chuck Lager,"['ABV: 4%', 'IBU: 11', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/canoe-chuck-lager/,Winning-Medal
141,AMBER LAGER,Dobrý Den Czech Amber Lager,"['ABV: 5.70%', 'IBU: 28', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/dobry-den-czech-amber-lager/,Winning-Medal
142,FRUIT BEER,Tarty Passions Berliner Weisse,"['ABV: 3.40%', 'IBU: 8', 'SRM: 3.5']",https://www.homebrewersassociation.org/homebrew-recipe/tarty-passions-berliner-weisse/,Winning-Medal
143,FRUIT CIDER & PERRY,Passionfruit Cider,"['ABV: 6.6%', 'OG: 1.050', 'FG: 1.000']",https://www.homebrewersassociation.org/homebrew-recipe/passionfruit-cider/,Winning-Medal
144,UK/US STRONG ALE,Brookline Barleywine,"['ABV: 8,5%', 'IBU: 70', 'SRM: 17']",https://www.homebrewersassociation.org/homebrew-recipe/brookline-barleywine/,Winning-Medal
145,BELGIAN ALE,Witty Dutchman Witbier,"['ABV: 4.40%', 'IBU: 17', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/witty-dutchman-witbier/,Winning-Medal
146,SPICE & HERB BEER,Ube-Licious Lager,"['IBU: 19', 'SRM: 4', 'OG: 1.051']",https://www.homebrewersassociation.org/homebrew-recipe/ube-licious-lager/,Winning-Medal
147,PALE LAGER,Mow The Damn Lawn,"['ABV: 5.30%', 'SRM: 2', 'OG: 1.048']",https://www.homebrewersassociation.org/homebrew-recipe/mow-the-damn-lawn/,Winning-Medal
148,BARLEYWINE,Big Bimp! American Barleywine,"['ABV: 10.31%', 'IBU: 100', 'SRM: 17']",https://www.homebrewersassociation.org/homebrew-recipe/big-bimp-american-barleywine/,Winning-Medal
149,FRUIT BEER,Kumquat Citra Sour,"['ABV: 6.5% by volume', 'IBU: 20 IBU', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/kumquat-citra-sour/,Winning-Medal
150,BERLINER WEISSE,Cariño Sour,"['ABV: 3%', 'IBU: 4', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/carino-sour/,Winning-Medal
151,IPA,Black Old Sun IPA,"['ABV: 7.80%', 'IBU: 79.2', 'SRM: 36.9']",https://www.homebrewersassociation.org/homebrew-recipe/black-old-sun-ipa/,Winning-Medal
152,AMERICAN STOUT,Solstice American Stout,"['ABV: 7.20%', 'IBU: 37', 'SRM: 40']",https://www.homebrewersassociation.org/homebrew-recipe/solstice-american-stout/,Winning-Medal
153,SEMI-SWEET MEAD,Desert Gold Mead,"['ABV: 8.50%', 'OG: 1.090 (21.6°P)', 'FG: 1.020 (5.1°P)']",https://www.homebrewersassociation.org/homebrew-recipe/desert-gold-mead/,Winning-Medal
154,STOUT,Tim’s Sweet Stout,"['ABV: 5.60%', 'IBU: 27', 'SRM: 41']",https://www.homebrewersassociation.org/homebrew-recipe/sweet-stout/,Winning-Medal
155,BROWN ALE,“Royal” Historical London Brown Ale,"['OG: 1.038', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/royal/,Winning-Medal
156,CYSER / APPLE MEAD,Chateau Gates Cyser,"['ABV: 11.50%', 'OG: 1.085–1.095 (20.5–22.7°P)', 'FG: 0.995–1.000 (-1.25–0°P)']",https://www.homebrewersassociation.org/homebrew-recipe/chateau-gates-cyser/,Winning-Medal
157,HELLES,Brewin’ in Maillard Helles,"['ABV: 6.50%', 'IBU: 22', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/brewin-in-maillard-helles/,Winning-Medal
158,AMBER LAGER,American Vienna Lager,"['ABV: 5.10%', 'IBU: 20', 'SRM: 10']",https://www.homebrewersassociation.org/homebrew-recipe/american-vienna-lager/,Winning-Medal
159,DARK LAGER,Schwarzer Geist Dark Lager,"['ABV: 4.90%', 'IBU: 29.6', 'SRM: 28.7']",https://www.homebrewersassociation.org/homebrew-recipe/schwarzer-geist-dark-lager/,Winning-Medal
160,HELLES BOCK,Malty Boye Helles Bock,"['ABV: 7.40%', 'IBU: 32.4', 'SRM: 6.4']",https://www.homebrewersassociation.org/homebrew-recipe/malty-boye-helles-bock/,Winning-Medal
161,HEFEWEIZEN,Where’s Fluffy Weissbier,"['ABV: 6.50%', 'IBU: 9.8', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/wheres-fluffy-weissbier/,Winning-Medal
162,ENGLISH PALE ALE,Up the Junction Bitter,"['ABV: 5.90%', 'IBU: 34.9', 'SRM: 14']",https://www.homebrewersassociation.org/homebrew-recipe/up-the-junction-bitter/,Winning-Medal
163,AMBER ALE,Finnegan’s Irish Ale,"['ABV: 4.80%', 'OG: 1.05', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/finnegans-irish-ale/,Winning-Medal
164,AMERICAN PALE ALE,Citra Summit American Pale Ale,"['ABV: 5.70%', 'IBU: 77.4', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/citra-summit-american-pale-ale/,Winning-Medal
165,AMBER ALE,Kilauea Punch American Amber Ale,"['ABV: 5.60%', 'IBU: 180.9', 'SRM: 14.7']",https://www.homebrewersassociation.org/homebrew-recipe/kilauea-punch-american-amber-ale/,Winning-Medal
166,BROWN ALE,BCJP Study Group Mild,"['ABV: 3.40%', 'IBU: 17.3', 'SRM: 23']",https://www.homebrewersassociation.org/homebrew-recipe/bcjp-study-group-mild/,Winning-Medal
167,AMERICAN STOUT,The Singularity Stout,"['ABV: 6.17%', 'IBU: 51', 'SRM: 38.5']",https://www.homebrewersassociation.org/homebrew-recipe/the-singularity-stout/,Winning-Medal
168,IMPERIAL STOUT,Hammer of the Gord’s Imperial Stout,"['ABV: 10%', 'IBU: 86', 'SRM: 86']",https://www.homebrewersassociation.org/homebrew-recipe/hammer-of-the-gords-imperial-stout/,Winning-Medal
169,AMERICAN IPA,The Wingman American IPA,"['ABV: 6.04%', 'IBU: 47', 'SRM: 4.79']",https://www.homebrewersassociation.org/homebrew-recipe/the-wingman-american-ipa/,Winning-Medal
170,OLD ALE,Clan MacIntosh Old Ale,"['ABV: 10%', 'IBU: 32.7', 'SRM: 18.7']",https://www.homebrewersassociation.org/homebrew-recipe/clan-macintosh-old-ale/,Winning-Medal
171,BELGIAN ALE,David Allen’s Saison,"['ABV: 5.50%', 'IBU: 23', 'SRM: 8']",https://www.homebrewersassociation.org/homebrew-recipe/david-allens-saison/,Winning-Medal
172,BELGIAN ALE,Brilliant Blond,"['ABV: 7.20%', 'IBU: 19.9', 'SRM: 5.1']",https://www.homebrewersassociation.org/homebrew-recipe/brilliant-blond/,Winning-Medal
173,BELGIAN ALE,Jon Safadão BDSA,"['ABV: 11.45%', 'IBU: 30.9', 'SRM: 24.7']",https://www.homebrewersassociation.org/homebrew-recipe/jon-safadao-bdsa/,Winning-Medal
174,GUEUZE,What Gueuze Around Comes Around,"['ABV: 6.50%', 'OG: 1.056', 'FG: 1.002']",https://www.homebrewersassociation.org/homebrew-recipe/what-gueuze-around-comes-around/,Winning-Medal
175,BERLINER WEISSE,Ich bin ein Berliner,"['ABV: 5.35%', 'SRM: 2.72', 'OG: 1.045']",https://www.homebrewersassociation.org/homebrew-recipe/ich-bin-ein-berliner/,Winning-Medal
176,AMBER ALE,Smoked Wee Heavy,"['ABV: 8.70%', 'IBU: 40', 'SRM: 23.5']",https://www.homebrewersassociation.org/homebrew-recipe/smoked-wee-heavy/,Winning-Medal
177,COFFEE BEER,Via Blvd E Specialty Stout,"['ABV: 10%', 'IBU: 68.7', 'SRM: 39.5']",https://www.homebrewersassociation.org/homebrew-recipe/via-blvd-specialty-stout/,Winning-Medal
178,WILD ALE,Seventh Nature Hoppy Brett Ale,"['ABV: 5.60%', 'IBU: 33.9', 'SRM: 5.4']",https://www.homebrewersassociation.org/homebrew-recipe/seventh-nature-hoppy-brett-ale/,Winning-Medal
179,BOCK,Three Kings Wheat Eisbock,"['ABV: 11.20%', 'IBU: 27', 'SRM: 19.4']",https://www.homebrewersassociation.org/homebrew-recipe/three-kings-wheat-eisbock/,Winning-Medal
180,FRUIT MEAD,Cherry Mead,"['ABV: 15%', 'OG: 1.147']",https://www.homebrewersassociation.org/homebrew-recipe/cherry-popper-mead/,Winning-Medal
181,CREAM ALE,“Cream Corn” Cream Ale,"['ABV: 5.38%', 'IBU: 12.7', 'SRM: 2.9']",https://www.homebrewersassociation.org/homebrew-recipe/cream-corn-cream-ale/,Winning-Medal
182,HELLES,Hot Schnitzel,"['ABV: 5.20%', 'IBU: 18', 'SRM: 4.5']",https://www.homebrewersassociation.org/homebrew-recipe/hot-schnitzel/,Winning-Medal
183,GERMAN PILSNER,Mitte Flüsse Pils,"['ABV: 4.80%', 'IBU: 35.8', 'SRM: 3.2']",https://www.homebrewersassociation.org/homebrew-recipe/mitte-flusse-pils/,Winning-Medal
184,AMBER LAGER,Viva! Vienna!,"['ABV: 4.70%', 'IBU: 22', 'SRM: 9']",https://www.homebrewersassociation.org/homebrew-recipe/viva-vienna/,Winning-Medal
185,BOCK,Big & Beautiful Bock,"['ABV: 10.20%', 'IBU: 18', 'FG: 1.032']",https://www.homebrewersassociation.org/homebrew-recipe/big-beautiful-bock/,Winning-Medal
186,BOCK,Winter Wave Weizenbock,"['ABV: 8.90%', 'IBU: 24.4', 'SRM: 23']",https://www.homebrewersassociation.org/homebrew-recipe/winter-wave-weizenbock/,Winning-Medal
187,BELGIAN ALE,Zon Saison,"['ABV: 5.50%', 'IBU: 27', 'SRM: 3.2']",https://www.homebrewersassociation.org/homebrew-recipe/zon-saison/,Winning-Medal
188,AMBER ALE,“Don’t Look Up…” Scottish Ale,"['ABV: 8.90%', 'IBU: 22', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/dont-look-up-scottish-ale/,Winning-Medal
189,AMBER ALE,Hoppy New Year Amber Ale,"['ABV: 5.70%', 'IBU: 65.3', 'SRM: 12.3']",https://www.homebrewersassociation.org/homebrew-recipe/hoppy-new-year-amber-ale/,Winning-Medal
190,AMERICAN PALE ALE,Wharf Busker Pale Ale,"['ABV: 5.10%', 'IBU: 50', 'SRM: 3.82']",https://www.homebrewersassociation.org/homebrew-recipe/wharf-busker-pale-ale/,Winning-Medal
191,BROWN ALE,Mike Dawson’s Wild Rice Mild,"['ABV: 4.10%', 'IBU: 14.8', 'SRM: 23.4']",https://www.homebrewersassociation.org/homebrew-recipe/mike-dawsons-wild-rice-mild/,Winning-Medal
192,AMERICAN IPA,Veteran’s Day IPA,"['ABV: 5.46% by volume', 'IBU: 81', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/veterans-day-ipa/,Winning-Medal
193,BELGIAN ALE,Ben’s Belgian Pale Ale,"['ABV: 5% by volume', 'IBU: 33.2', 'SRM: 8.8']",https://www.homebrewersassociation.org/homebrew-recipe/bens-belgian/,Winning-Medal
194,BARLEYWINE,“I See London” English Barleywine,"['ABV: 9.30%', 'IBU: 43', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/i-see-london-english-barleywine/,Winning-Medal
195,BELGIAN ALE,Nuetnigenough Belgian Golden Strong,"['ABV: 8.9% by volume', 'IBU: 27', 'SRM: 3.3']",https://www.homebrewersassociation.org/homebrew-recipe/nuetnigenough-belgian-golden-strong/,Winning-Medal
196,SOUR ALE,Gose with Everything,"['ABV: 4.80%', 'OG: 1.047', 'FG: 1.013']",https://www.homebrewersassociation.org/homebrew-recipe/gose-with-everything/,Winning-Medal
197,HAZY / NEW ENGLAND IPA,“Do You Even Haze Bro?” New England IPA,"['ABV: 5.50%', 'SRM: 5.1', 'OG: 1.044']",https://www.homebrewersassociation.org/homebrew-recipe/do-you-even-haze-bro-new-england-ipa/,Winning-Medal
198,AMBER LAGER,Kaffee Vienna Lager,"['ABV: 5.40%', 'IBU: 21', 'SRM: 12']",https://www.homebrewersassociation.org/homebrew-recipe/kaffee-vienna-lager/,Winning-Medal
199,IMPERIAL STOUT,Mill ’em All Imperial Stout,"['ABV: 9.80%', 'IBU: 78', 'SRM: 65']",https://www.homebrewersassociation.org/homebrew-recipe/mill-em-all-imperial-stout/,Winning-Medal
200,BOCK,Barrel-Aged Mark of the Beast Doppelbock,"['ABV: 10%', 'IBU: 22', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/barrel-aged-mark-of-the-beast-doppelbock/,Winning-Medal
201,FRUIT BEER,Sour Blonde Ale with Blackberries and Raspberries,"['ABV: 5.1% by volume', 'IBU: 1', 'SRM: 14.6']",https://www.homebrewersassociation.org/homebrew-recipe/sour-blonde-ale-with-blackberries-and-raspberries/,Winning-Medal
202,HISTORICAL BEER,“The Void” Kutbier,"['ABV: 5.50%', 'IBU: 27', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/the-void-kutbier/,Winning-Medal
203,STANDARD MEAD,Hairy Vetch Traditional Mead,"['ABV: 9.74%', 'OG: 1.072', 'FG: 1']",https://www.homebrewersassociation.org/homebrew-recipe/hairy-vetch-traditional-mead/,Winning-Medal
